eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,"Student at Methodist Settlement School at Kingdom Come Miss Whittaker Miss Whittaker Little girl at Kingdom Come, with a clean",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,", side                         view, with hand to eyes] Miss Grace Combs Miss Grace Combs Miss Grace Combs Miss Grace",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,"view, with hand to eyes] Miss Grace Combs Miss Grace Combs Miss Grace Combs Miss Grace Combs Dale Smith",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,"hand to eyes] Miss Grace Combs Miss Grace Combs Miss Grace Combs Miss Grace Combs Dale Smith, daughter of",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,"] Miss Grace Combs Miss Grace Combs Miss Grace Combs Miss Grace Combs Dale Smith, daughter of Senator Smith Dale",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Miss,"Dale Smith, daughter of Senator Smith Dale Smith and Miss Combs Kindergarten teacher at Hindman School [Ky.] Courtday",GenderTerms
agry,000812465,Alliance for Guidance of Rural Youth records,title,wife,"Old lady with the sunflower dress Judge Begley and his wife Begley children, taken a Sunday at Hyden, K.Y.",GenderTerms
ahstephens,000875820,Alexander H. Stephens papers,notes,wife,client of Stephens or his firm) to his estranged wife Mary S. Pearson which offer insight into the subject of,GenderTerms
alden,002448931,Elizabeth C. Alden papers,title,Wife,Feminism Film & Drama & Adventure Husbands I Want a Wife Women's Images JEW--Escape Living Together Accession (,GenderTerms
alfa,002235672,Atlanta Lesbian Feminist Alliance (ALFA) Archives,title,Muse,""" reel-to-reel tapes Emma Goldman The Muse of Lesbians T/O Coal Mining Women/An",GenderTerms
alfaperiodicals,002235671,Atlanta Lesbian Feminist Alliance (ALFA) Periodicals collection,title,Miss,"Earth Bonding: W.E.B. Newsletter                      (Grand Rapids, Miss), 1982-1983 [?]  Win",GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,notes,Wife,Davis' distrust of ex- General Joseph E. Johnston. Wife of Jefferson Davis. [The use copy of this,GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,notes,Miss,Cooper failed to properly execute. Letter in response to Miss Day's request for Robert E. Lee's autograph.,GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,notes,Miss,"E. Lee's autograph. Enclosed in above letter to Miss Day. [Removed from Davis, Jefferson, folder",GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,title,wife,"1865 Letter from Stanton, Washington City, to his wife, Mrs. Lucy L.                            Stanton, Knox County,",GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,title,wife,"J. E. B., 1861 Letter from Stuart to his wife, 1861 June 3 Winsmith, J. C. Capt.",GenderTerms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,title,Miss,"(1838) Letter from Mary Custis Lee to a Miss                               Day, 1916 February 28 Certification by Lee,",GenderTerms
allang,000842410,Allen-Angier family papers,notes,wife,and of Russia with Yugoslavia. Letters of Allen's wife Katherine Martin Allen reflect diplomatic social life. Clippings relate,GenderTerms
allen,001582405,Gay Wilson Allen papers,title,Wife,University Comp. Lit. Contemporary Literature Coope Copyright Country Wife (summary) Cowley H. Crane Stephen Crane Crevecoeur Criticism,GenderTerms
allisondorothy,004295229,Dorothy Allison papers,title,Wife,",                      1987 Hosukai. Tale of the Fishermans                         Wife.  Houston, Pam. Jackson is Only One",GenderTerms
allisondorothy,004295229,Dorothy Allison papers,title,Wife,"M: Shall I Compare Thee to a Battered                            Wife? 1980. Diski, Jenny. S/M",GenderTerms
allisondorothy,004295229,Dorothy Allison papers,title,Mistress,"Sexpo 1982 REX, S/M Faggot Artist  Mistress, Wildfire Club                         Periodical Popert, Ken. Cruising",GenderTerms
amberg,003789049,Rob Amberg photographs and papers,title,Miss,"                Sams Gap, Unicoi County, Tenn., 1995 Miss Unicoi County at the dedication of the Tennessee portion of",GenderTerms
amberg,003789049,Rob Amberg photographs and papers,title,Miss,"1995 Ethel Rice checking the mail for her neighbor, Miss Zelda English, Laurel                 River Road, Madison County",GenderTerms
amberg,003789049,Rob Amberg photographs and papers,title,wife,"rally, 1976 Joyce Chandler, Joe Ross Chandler's wife, 1976 Dellie's grandson, Joe Ross Chandler,",GenderTerms
americansforimmigrantjustice,004941636,Americans For Immigrant Justice records,title,spouse,", 1998 Raids - women, 1998 Refugee right of spouse and children to join, 1996 Rositch, Irina and",GenderTerms
americanslaverydocs,002779193,American slavery documents collection,title,wife,", a colored man,"" wanted to purchase his wife and child from Berry Bill of sale for one slave",GenderTerms
americanslaverydocs,002779193,American slavery documents collection,title,Muse,"Arthur, $5500, from S. Cohen to Mr. Muse,               Richmond, Va. Court documents relating to the",GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,Dream Jeff Davis' Dream Jeff. Davis in his Wife's Clothes Jeff Davis in the White House Jeff Davis,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,You Ask Me If I Love You The Doctor's Wife Dupontifex Maximus Edgar Allan Poe Ella Ree Ella Ree Eulalie,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,To Whom it May Concern To Ireland! To My Wife Reverend John Lind Uncle Ned Unfurl the Stars and Stripes,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,"Every Sabre Bright O, Carry Me Home My Sweet Wife, My Sallie Tramp! Tramp! Tramp! The",GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,Is Over Who Will Care for Mother Now? The Wife I Left Behind Me Wife of My Bosom Southern Wagon,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,for Mother Now? The Wife I Left Behind Me Wife of My Bosom Southern Wagon The Star Spangled Banner Flash,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,That Hat Where Is Major Phipps? White Wings The Wife's Dream Yaller Gal that Winked at Me Yankee Ship,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Miss,Pull Down the Blind Willy Reilly Barney McCoy You'll Miss Me When I'm Gone The Whip-Poor-,GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Wife,"Loving Well and Dearly! Maria, the Dustman's Wife The Monitor and Merrimac Nettie Moore Nettie Moore Oh Let",GenderTerms
americansongsheets,004061749,American Song Sheets collection,title,Miss,the Standard Boys. The Rebel's Retort. To Miss Harriot Pinckney The Song of the Exile. Volunteer Mess,GenderTerms
andersoncharlesroberts,002878441,Charles Roberts Anderson papers,notes,wife,and Winston is included. Additional files created by his wife Mary Pringle Anderson and some related to the disposition of,GenderTerms
andersoncharlesroberts,002878441,Charles Roberts Anderson papers,notes,wife,detailing more personal aspects of Anderson's travels with his wife Mary as well as some keepsake printed material and ephemera,GenderTerms
andersondesmondf,008833740,"Desmond F. Anderson diaries,",notes,wife,"are written by Desmond, with a few by his wife, Hope. Anderson also quotes her letters. Anderson",GenderTerms
andrewsj,003309383,Jesse Pyrant Andrews photographs and oral histories,notes,wife,"fire while on patrol in the Central Highlands. His wife, Rose, initiated an effort to establish a chapter",GenderTerms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,Miss,"blue); then ? & then Edith Johnston; Miss Cottingham may be behind, between Ann & ?.",GenderTerms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,Miss,4. Location? woods or a park?: Miss Haber's (Floyd School) class - ? Ann,GenderTerms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,Miss,"England to attend the 25th reunion of her class at Miss Porter's School in Farmington, CT. New England",GenderTerms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,Miss,"Farmington, CT: friends & classmates of Mother at Miss Porter's School; scenes of town; scenes of",GenderTerms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,wife,"raft on head and then with female, maybe his wife,?, joined by Daddy on right; ?",GenderTerms
atlasnava,005438785,Nava Atlas papers,notes,Wife,"publishing. The first, Secret Recipes for the Modern Wife, a parody 1950s-style cookbook exploring contemporary marriage",GenderTerms
atlasnava,005438785,Nava Atlas papers,notes,Wife,to the Writing Life and Secret Recipes for the Modern Wife. Other publications include Expect the Unexpected When You're,GenderTerms
atlasnava,005438785,Nava Atlas papers,title,Wife,"2012 First version, 2007 Secret Recipes for the Modern Wife Correspondence Proposal Selected Reviews and Interviews, 2009 Trade edition",GenderTerms
backhousejohn,000842394,John Backhouse papers,notes,wife,"diaries of Backhouse's son, George, and his wife include references to the slave trade and describe their life",GenderTerms
baileyjw,000842399,Josiah William Bailey papers,notes,wife,"issues of the day. Letters from Bailey to his wife, Edith Pou Bailey, and to his father-",GenderTerms
baileyjw,000842399,Josiah William Bailey papers,notes,Miss,", the 1924 gubernatorial election, and the candidacy of Miss Lewis for county treasurer and W. F. Evans for solicitor",GenderTerms
baileyjw,000842399,Josiah William Bailey papers,title,wife,. 1922-1925). A divorce case involving wife-beating and                 neglect. Bailey defended the husband,GenderTerms
bakeranne,007550765,Anne Baker papers,notes,wife,subsequently rebuilt in 1982. Dr. Hector Zevallos and his wife Rosalie Jean Zevallos were kidnapped by an anti-abortion,GenderTerms
bakeranne,007550765,Anne Baker papers,notes,wife,clippings from the kidnapping of Dr. Hector Zevallos and his wife Jean Rosalie Zevallos.,GenderTerms
bakeranne,007550765,Anne Baker papers,title,wife,Counseling Correspondence The Kidnapping of Dr. Hector Zevallos and his wife Rosalie Jean               Zevallos Photographs Sweatshirts and T-shirt,GenderTerms
bakercharles,002335713,Charles Baker Journals,notes,wife,"with them. He described marital discord caused by his wife's ""cold"" treatment of particular boys. In",GenderTerms
bakercharles,002335713,Charles Baker Journals,notes,wife,""" treatment of particular boys. In 1875, his wife left him. Entries also document his financial difficulties,",GenderTerms
bakercharles,002335713,Charles Baker Journals,notes,wife,"""terrible scandals,"" which he attributed to his wife. By 1875, he had been ordained into the",GenderTerms
bakerfrank,002472286,Frank Baker papers,notes,wife,"are various church and Sunday school certificates awarded to his wife and children, mainly from the 1950s. Oversize materials",GenderTerms
bakerfrank,002472286,Frank Baker papers,notes,wife,"to Ceylon, Ault speaks of the death of his wife and of Coke en route from England. Transcription of",GenderTerms
bakerfrank,002472286,Frank Baker papers,notes,Wife,"from other sources, not original, including JW poem Wife of Charles Wesley. Circa 25 transcriptions of letters,",GenderTerms
bakerfrank,002472286,Frank Baker papers,title,Miss,"manuscript), 1789-1791, 1828 Whately, Miss, 1760-1769 Wheatley, James, 1775 Whitefield",GenderTerms
bakerfrank,002472286,Frank Baker papers,title,Wife,"-1791, 1918, and undated Wesley and His Wife, 1752, 1781, 1898, 1937-1938",GenderTerms
bakerfrank,002472286,Frank Baker papers,title,Miss,"Recorder, What's Puzzling                   You?, undated Miss Sarah Wesley of Bristol - A Methodist                   Bluestocking,",GenderTerms
bakerfrank,002472286,Frank Baker papers,title,Wife,"autobiography, undated Walker, Albert, Wanted, A Wife!,                 undated Wallace, Charles, Simple and",GenderTerms
bakerhenrydunster,000842404,Henry Dunster Baker papers,notes,wife,"families of England and Australia, related through Baker's wife, Gwyneth Griffiths. They concern family matters, and",GenderTerms
baldwinedithella,005292134,Edith Ella Baldwin papers,notes,wife,"center of home life - namely, the influence of wife or mother upon the ideal of her family.""",GenderTerms
baldwinedithella,005292134,Edith Ella Baldwin papers,notes,Miss,"Dancing. 20 pp. Polkas, as taught by Miss Frances Healey. Cover title: A Talk of Paris",GenderTerms
baldwinedithella,005292134,Edith Ella Baldwin papers,notes,Miss,We dined with the Cassatt's last Sunday evening ... Miss Cassatt and her mother talked incessantly and very interestingly.,GenderTerms
baldwinedithella,005292134,Edith Ella Baldwin papers,notes,Miss,203 pp. Extensive notes based on classes taught by Miss Elizabeth Maret at the School of the Worcester Art Museum,GenderTerms
baldwinedithella,005292134,Edith Ella Baldwin papers,notes,Miss,Museum. Handwritten on the title page are notes describing Miss Maret's background including her work with Elbert Hubbard's,GenderTerms
baronhans,002017206,Hans Baron papers,notes,wife,"Includes a few addendums to letters written by Baron's wife, Edith, as well as two letters to Witt",GenderTerms
baronhans,002017206,Hans Baron papers,notes,wife,"Includes a few addendums to letters written by Baron's wife, Edith, as well as two letters to Witt",GenderTerms
barrowlionel,004291050,Lionel Barrow papers,notes,wife,", where he worked until 1985. He married his wife, Frederica, in 1992; the couple eventually settled",GenderTerms
barrowsdavid,001043033,David Barrows papers,notes,wife,"and to create a new life for himself and his wife. Letters from Ann Rusby, a teacher, and",GenderTerms
bartpauline,004199934,Pauline Bart papers,title,Wife,Wonderful People who Brought You the Vaginal Orgasm From Wedded Wife to Lesbian Life A Funny Thing Happened on the Way,GenderTerms
bartpauline,004199934,Pauline Bart papers,title,Wife,Behavior Today newsletters Behavioral vulnerability and the menstrual cycle Bernard Wife Role Bibliographies: Women and Health A Biosocial Perspective on,GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,notes,wife,"Louis Pasteur, Caleb Saleeby, Thomas Huxley and his wife Annie, Sir John Bretland Farmer, Aristide Pratelle,",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,notes,wife,", who was also a scientist, and Bastian's wife Julia; there are in particular many condolence letters received",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,notes,wife,"as Sir John Bretland Farmer, Thomas Huxley and his wife Annie, Louis Pasteur, William Paton Ker, Caleb",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,notes,wife,"-known publisher Félix Alcan from Metz. Bastian's wife, Julia, and daughter, Sybil also figure as",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"(?), J. W.: Autograph letter to Miss Masson(?) 2 pp., 1903 Feb.",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"5 [---], Mary: Autographed letter to Miss Eustace Smith inviting her to                      tea. 1 pp",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"1909 May Barlow, Thomas: Autograph postcard signed to Miss Bastian, 1910 Apr.                      27 Pratelle, Aristide:",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"12 Duke, W.(?): Autograph letter to Miss Bastian, 1 page, 1913 Mar.                      24 Farmer",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"Hugh: Autograph letter of condolence, signed, to Miss Bastian.                      2+ pp., 1915 Nov.",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,", Henry R.: Typed letter of condolence signed to Miss Bastian. 1+                      page, 1915 Nov. 20",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"Mackenzie, J. G.: Autograph letter of condolence to Miss Bastian.                      3 pp., 1915 Nov. 22",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"; Alexandre: Autograph letter of condolence signed                      to Miss Bastian. 1 page, 1915 Dec. 13 University College",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"Dec. 26 Kennedy, Alex: Autograph letter signed to Miss Bastian. 2 pp., 1916                      Jan. 2",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"(?), S.: Autograph letter signed to Miss Bastian, 1916 Jan.                      11 Mary, Albert:",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"19 Tedder, Henry R.: Typed letter signed to Miss Bastian. 1 page, 1916                      Feb. 4 Rationalist",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"7 Tedder, Henry R.: Autograph letter signed to Miss Bastian. 1 page, 1916                      Feb. 12 Soriano",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"17 Tedder, Henry R.: Autograph letter signed to Miss Bastian. 1 page, 1916                      Feb. 19 Watts",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"2 Tedder, Henry R.: Autograph letter signed to Miss Bastian. 1 page, 1916                      Apr. 15 Tedder",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"15 Tedder, Henry R.: Typed letter signed to Miss Bastian. 1 page, 1916                      Apr. 19 Tedder",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"19 Tedder, Henry R.: Autograph letter signed to Miss Bastian. 1 page, 1916                      June 22 Ross",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"July 30 Duncan, D: Autograph letter signed to Miss Bastian. 4 pp., 1916 Oct.                      26",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"26 Tedder, Henry R.: Typed letter signed to Miss Bastian. 1 page, 1916                      Oct. 30 Tedder",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"30 Tedder, Henry R.: Typed letter signed to Miss Bastian. 1 page, 1916                      Nov. 7 Bollan",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"(?), C.: Autograph letter signed to Miss Bastian. 2 pp., 1917                      Feb. 13",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"                     Feb. 13 Punch Office: Autograph letter signed to Miss Bastian, 1 page, 1917                      June 17 Mott",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"                     31 Mary, Albert: Autograph postcard signed to Miss Bastian, 1917 Dec.                      30 Mary, Albert:",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"                     3 Ker, W.: Autograph postcard signed to Miss Bastian, 1920 Mar.                      3 [---],",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"                     16 [---]: Autograph postcard signed to Miss Bastian, 1923 Sept.                      24 Gamey(?)",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"27 Rolleston, Humphrey: 2 typed postcards signed to Miss Bastian, 1925                      Jan. 12 Robertson, J. F.",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"                     24 Barlow, Thomas: Autograph letter signed to Miss Bastian. 2 pp.,                      undated Broadbent,",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"Green, Alice S.: 3 autograph notes signed to Miss Bastian,                      undated Haynes, E. S. P.:",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"undated Kebbel, T. S.: Autograph letter signed to Miss Bastian. 2 pp.,                      undated Kebbel,",GenderTerms
bastianhenry,005689326,Henry Charlton Bastian papers,title,Miss,"undated Kebbel, T. S.: Autograph letter signed to Miss Bastian. 3 pp.,                      undated Mary,",GenderTerms
batesworldwide,003244488,"Bates Worldwide, Inc. records",title,Miss,"1993 Marketing strategy, 1992 Merchandising, 1992-1993 Miss Teen USA, 1993 Network clearance, 1993 Mar.-July Non",GenderTerms
batesworldwide,003244488,"Bates Worldwide, Inc. records",title,Muse,"2001 McCann Erickson, 2001 Merkley Newman Harty, 2001 Muse, Cordero, Chen Inc., 2001 Ogilvy & Mather",GenderTerms
batesworldwide,003244488,"Bates Worldwide, Inc. records",title,Muse,"OR-P-04. Briefing, undated Competing Agencies Subseries Muse Cordero Chen OR-P-06. Presentation, undated OR",GenderTerms
baumol,002582779,William J. Baumol Papers,notes,wife,"the arts, undertaken and co-authored with his wife Hilda, are included in the collection. The collection",GenderTerms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,wife,"President of the African National Congress, Tambo, and wife,                 1991-1992 Princess Diana with the Diamonstein",GenderTerms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,Miss,"of interviews conducted, undated Juilliard School commencement, 1967 Miss Porter's School, 1981-1983 New School for",GenderTerms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,Miss,"1975-1980 Mary Means, 1979-1980 Mary Miss, 1977-1980 Lisette Model, 1980 Barbara Morgan",GenderTerms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,Muse,"and undated Maiden Lane, 1992 McGraw Hill, 1992 Muse street sign unveiling photograph, undated Osborne, 1994 Possibilities",GenderTerms
beardmaryritter,008339749,Mary R. Beard letters to Margaret Zogbaum,notes,wife,"plans for visitors; musicologists Henry S. Drinker and his wife, Sophie; and the demands of Beard's writing",GenderTerms
beatliterature,004193982,Walter H. Smith Collection of Beat Literature,title,wife,1977. Includes                         poems by Gary Snyder's first wife Joanne Kyger and other                         associates.  River Styx,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,"Child with Father and Mother Divine Margritha After the Storm Miss Seraphim, Ready to Serve at the Holy Communion Banquet",GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,"Seraphim, Ready to Serve at the Holy Communion Banquet Miss Faithful Purity Truth, Watching for Visitors Listening to Father",GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,In His Crusader Jacket Blue Guest Room Love Child and Miss Martha with Costume Jewelry for the Banquet Making Leek Quiche,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,Leek Quiche with Mother and Father Divine Sisters Bath House Miss Janet Kay Miss Life and Mother Divine Miss Life Mr.,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,Mother and Father Divine Sisters Bath House Miss Janet Kay Miss Life and Mother Divine Miss Life Mr. Victory and Mr.,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,Bath House Miss Janet Kay Miss Life and Mother Divine Miss Life Mr. Victory and Mr. Mahaska Miss Life and Miss,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,and Mother Divine Miss Life Mr. Victory and Mr. Mahaska Miss Life and Miss Truth Sunbeam Redeem Mr. Leon with Rose,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,Miss Life Mr. Victory and Mr. Mahaska Miss Life and Miss Truth Sunbeam Redeem Mr. Leon with Rose for Mother Divine,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,Truth Sunbeam Redeem Mr. Leon with Rose for Mother Divine Miss Seraphim's Ice Cream Cake Mother and Father Divine Ornaments,GenderTerms
bedfordkristin,005990916,Kristin Bedford photographs,title,Miss,"Manny, Whittier Boulevard, East Los Angeles, California Miss You Brother, Good Fellas Car Club, Whittier,",GenderTerms
beerscharlotte,009133552,Charlotte Beers papers,title,Miss,Girl Meet the Press Morning Joe Show Morning Joe Show Miss Representation (OWN Documentary Club) Muslim Life Magazine National,GenderTerms
bensonthompson,000845044,Benson-Thompson Family papers,notes,wife,his will. Family letters indicate that Patsy was the wife of Dr. Elias Benson. The early Moore family correspondence,GenderTerms
bercovit,002388064,Sacvan Bercovitch papers,title,Miss,Allen Poe The Great Gatsby Hemingway Robinson Housekeeping West: Miss Lonelyhearts and The Day of the Locust Puritanism notes Lectures,GenderTerms
biggsasa,000845095,Asa Biggs papers,notes,wife,concerning Biggs's political career. His letters to his wife are personal in nature. There is a brief diary,GenderTerms
billcommunicationsvf,003091613,Bill Communications Sales and Marketing Management Vertical Files,title,wife,"to publisher, 1987-1988 Managing the salesman's wife, 1971 Man power games, 1970-1975 Market",GenderTerms
bingham,002356539,Sallie Bingham papers,title,Wife,"Fox.poe, 1997, on Disk008   From the Old Wife to the New,  Oldnew.poe, 1995 (on",GenderTerms
bingham,002356539,Sallie Bingham papers,title,Wife,". 1994 (1 folder)   The Candidate's Wife, undated (3 folders)                    Draft, Wife.doc",GenderTerms
bingham,002356539,Sallie Bingham papers,title,Miss,"ca. 1985  The List, 1986  Little Miss X, 1992  Little Queen, 1996 Draft,",GenderTerms
bingham,002356539,Sallie Bingham papers,title,Miss,"1985 Draft, Miserable.doc, 1996, on Disk019  Miss Thrush at Home, ca. 1958  Modern Times",GenderTerms
bingham,002356539,Sallie Bingham papers,title,Wife,"The                         Candidate's Lady and The Candidate's                         Wife), 1992 (3 folders)  Draft,",GenderTerms
blackburnwilliam,003371784,William Blackburn papers,notes,wife,"1928-1985) includes correspondence between Blackburn and his wife, Elizabeth, especially during the breakup of their marriage",GenderTerms
blackburnwilliam,003371784,William Blackburn papers,notes,wife,"his brothers George and Clark Blackburn, and his first wife Elizabeth Cheney Blackburn. Also contained in the series are",GenderTerms
blackburnwilliam,003371784,William Blackburn papers,title,wife,", Boy                         (7), Hyman to his wife, 1952-1962 and n.d. Mac Hyman,",GenderTerms
blackwellfamily,006622562,Blackwell family papers,notes,wife,"the United States from England in 1832, with his wife Hannah (Lane), eight children, and a",GenderTerms
blackwellfamily,006622562,Blackwell family papers,notes,wife,", journalist, and businessman. Also represented is his wife, suffragist Lucy Stone, and their daughter, Alice",GenderTerms
blackwellfamily,006622562,Blackwell family papers,notes,wife,"from Henry B. Blackwell mentions inviting Frederick Douglass and his wife, Helen Pitts Douglass (editor of The Alpha,",GenderTerms
blackwellwilliamt,000887871,William T. Blackwell family papers,notes,wife,"purchases and daily activities of his family, particularly his wife, Emma; the collection contains receipts, invoices,",GenderTerms
blakemichaelfrancis,000897854,Michael Francis Blake photographs,title,wife,"her arm               around his shoulders, ""Bennie and wife,"" circa 1926-1934 Studio photograph, seated",GenderTerms
blomgertrude,005969708,Gertrude Duby Blom exhibit photographs,title,wife,"of the church, Santiago Chan K'in Viejo with his wife Koh, Lacandon, Trudi's camp at Najá Chan",GenderTerms
