oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
15477081,741867,1.98704E+13," Alderman, Jacob O. ","Papers, 1884-1906.",29 items.,summary,wife,"journal for July 1904, which Alderman sent to his wife.",GenderTerms
15480697,741956,2.01903E+13," Carlton, John L., http://id.loc.gov/authorities/names/n83159942 creator. ","John L. Carlton papers, 1847-1848.",5 items.,summary,anti-slavery,"the ""Hunkers."" The letters reflect a strong anti-slavery sentiment and mention publications they believe would be supportive of",SlaveryTerms
15480697,741956,2.01903E+13," Carlton, John L., http://id.loc.gov/authorities/names/n83159942 creator. ","John L. Carlton papers, 1847-1848.",5 items.,summary,slavery,"Hunkers."" The letters reflect a strong anti-slavery sentiment and mention publications they believe would be supportive of",SlaveryTerms
15480697,741956,2.01903E+13," Carlton, John L., http://id.loc.gov/authorities/names/n83159942 creator. ","John L. Carlton papers, 1847-1848.",5 items.,summary,slavery,publications they believe would be supportive of their beliefs on slavery as well as other issues.,SlaveryTerms
15480742,741957,2.0091E+13," Hood, George Henry. ","George Henry Hood papers, 1857-1895, bulk 1861-1863.",88 items.,summary,wife,"(1861-1863) from Hood, to his wife ""Etta"" (Henrietta Janvrin Hood), while",GenderTerms
15482023,741978,2.0191E+13," Coates, Sue, http://id.loc.gov/authorities/names/nb2008018821 creator. ","S. Coates papers, 1871.",0.1 linear ft. (1 item),summary,wife,"of Narragansett Pier, Rhode Island, the apparently affluent wife of Harry Coates. They traveled to Georgia; Florida",GenderTerms
15507707,743015,2.01901E+13," Aichel, Oskar, 1837-1895, http://id.loc.gov/authorities/names/n91097944 creator. ","Oskar Aichel correspondence, 1861-1863.",10 items.,summary,wife,"Cokesbury and Charleston, S.C., to his fiance and wife Martha, relating to personal and family affairs and to",GenderTerms
15667663,747994,1.98705E+13," Clarke, John Gideon. ","Papers, 1806-1834.",25 items.,summary,fruit,"meat (beef and veal primarily), grains, fruit, and vegetables. Also records payments to agricultural laborers",HateBaseFull
15671455,748078,1.98705E+13,NULL,"Mississippi Valley travel diary, 1825-1826.",1 item (39 p.),summary,slaves,", including its people and customs, an incident involving slaves, and, in general, her reactions to Southern",HateBaseFull
15671455,748078,1.98705E+13,NULL,"Mississippi Valley travel diary, 1825-1826.",1 item (39 p.),summary,slaves,", including its people and customs, an incident involving slaves, and, in general, her reactions to Southern",SlaveryTerms
15671631,748089,2.02004E+13," Hubbard, Elbert, 1856-1915, http://id.loc.gov/authorities/names/n81090312 creator. ","Elbert Hubbard letters, 1901-1917.",9 items,summary,wife,,GenderTerms
15673669,748142,1.98705E+13," Murdoch, Susan Butterworth, 1836-approximately 1912. ","Papers, 1894-1912 and undated.",5 items.,summary,wife,", Ohio, describes daily routines of a homemaker and wife as well as family concerns. There are additional entries",GenderTerms
15673669,748142,1.98705E+13," Murdoch, Susan Butterworth, 1836-approximately 1912. ","Papers, 1894-1912 and undated.",5 items.,summary,pioneer,remedies. An undated essay by Murdoch's husband describes pioneer life in Ohio.,Aggrandizement
15681474,748237,1.98705E+13," Olmstead, Henry, active 1850. ","Travel journal, 1857, May 7-Sept. 26.",1 item.,summary,wife,,GenderTerms
15681521,748238,2.01905E+13," Gilbert, H. L., Mrs, creator. ",Mrs. H. L. Gilbert letter 1864 Dec. 8.,1 item.,bionote,wife,Teacher and wife of William Gilbert.,GenderTerms
15747036,749609,1.98705E+13," Smith, Evin, 1831-1865. ","Letters, 1862-1868 bulk 1862-1865.",14 items.,summary,wife,"letters, 1862-1865, from Smith to his wife about personal and family matters and military camp life in",GenderTerms
15789215,749773,2.01905E+13," Gardner, Susan Folger, 1811- creator. ","Susan Folger Gardner diary, 1853 Jan. 10-Apr. 12.",1 item.,summary,abolition,came to Nantucket to lecture about women's rights and abolition.,SlaveryTerms
15789402,749781,1.98706E+13," Rodenberg, Mary Grant Ridgeway, -1942. ","Papers, 1903-1913.",9 items.,summary,Prominent,"election days, and days of opening Congressional sessions. Prominent Washington political figures are mentioned throughout. Also a few",Aggrandizement
15789402,749781,1.98706E+13," Rodenberg, Mary Grant Ridgeway, -1942. ","Papers, 1903-1913.",9 items.,bionote,wife,,GenderTerms
15789535,749790,1.98706E+13," Safford, George. ","Letters, 1887-1889.",17 items.,summary,blacks,"Ala., about possible job openings. Includes opinions about blacks in the Selma area, and describes a flood which",RaceTerms
15808698,750818,1.98706E+13," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,summary,plantation,"bonds, 1863-1864 (2 p.) and plantation income and expenses, 1872-1873 (8 p.",SlaveryTerms
15808698,750818,1.98706E+13," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,bionote,planter,"cotton planter, Monroe County, Miss.",SlaveryTerms
15808698,750818,1.98706E+13," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,bionote,planter,"cotton planter, Monroe County, Miss.",Aggrandizement
15995690,752329,1.98912E+13,NULL,"Southern claims for property compensation following the Civil War, 1871-1874.",22 items.,summary,property,documents from claimants who state their desire for compensation for property that was seized or destroyed by Union forces during the,HateBaseFull
15997336,752365,1.98706E+13," Baker, Leonidas, active 1868-1878. ","Account book, 1868-1878, (bulk) 1875-1878.",1 item.,summary,blacks,"farm laborers, both men and women and probably including blacks, rental of farmland, maintenance of the Red River",RaceTerms
15997598,752368,2.01901E+13," Anderson, Larry (Larry D.), http://id.loc.gov/authorities/names/nr2001000131 creator. ","Lawrence Anderson letter, 1844 Apr. 13.",1 item.,summary,slave,"matters in Virginia such as economic conditions, agricultural and slave prices, the presidential election of 1844, and Henry",HateBaseFull
15997598,752368,2.01901E+13," Anderson, Larry (Larry D.), http://id.loc.gov/authorities/names/nr2001000131 creator. ","Lawrence Anderson letter, 1844 Apr. 13.",1 item.,summary,slave,"matters in Virginia such as economic conditions, agricultural and slave prices, the presidential election of 1844, and Henry",SlaveryTerms
16014631,752958,1.98706E+13," Smith, Henry Ackerman, 1837-1907. http://id.loc.gov/authorities/names/n89112068 ","Papers, 1861-1966, bulk 1861-1907.",58 items.,summary,wife,", some with pictorial letterheads, from Smith to his wife, describing his service with the 21st Ohio Infantry Regiment",GenderTerms
16015577,752991,1.98706E+13," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,summary,Plantation,,SlaveryTerms
16015577,752991,1.98706E+13," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,summary,slave,"135 p.), including numerous entries for overseers, slave hiring, a grist mill, commission merchant Thomas Lesesne",HateBaseFull
16015577,752991,1.98706E+13," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,summary,slave,"135 p.), including numerous entries for overseers, slave hiring, a grist mill, commission merchant Thomas Lesesne",SlaveryTerms
16015577,752991,1.98706E+13," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,bionote,Planter,"Planter, Montgomery, Ala.",SlaveryTerms
16015577,752991,1.98706E+13," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,bionote,Planter,"Planter, Montgomery, Ala.",Aggrandizement
16015768,752994,1.98706E+13," Snyder, Mathias, Sr. ","Account book, 1825-1833.",1 item.,summary,Indian,"many identified artisans and Jesse Brown for work on the Indian Queen Hotel. Also Flour Book, 1829-1833",RaceTerms
16015768,752994,1.98706E+13," Snyder, Mathias, Sr. ","Account book, 1825-1833.",1 item.,summary,Queen,"identified artisans and Jesse Brown for work on the Indian Queen Hotel. Also Flour Book, 1829-1833 (",HateBaseFull
16015988,753004,1.98706E+13," Turner, John M., 1830- ","Correspondence, 1862.",3 items.,summary,wife,,GenderTerms
16016471,753017,1.99108E+13," Venable, John Wesley. ","Journal, 1851-1873.",1 item.,summary,slaves,the people were black and whether or not they were slaves. Figuring prominently in the journal are two churches he,HateBaseFull
16016471,753017,1.99108E+13," Venable, John Wesley. ","Journal, 1851-1873.",1 item.,summary,slaves,the people were black and whether or not they were slaves. Figuring prominently in the journal are two churches he,SlaveryTerms
16067551,753412,2.01901E+13," Bird, F. W. (Francis William), 1809-1894, http://id.loc.gov/authorities/names/n88002050 creator. ","F. W. Bird letters, 1848-1868 and undated.",11 items.,bionote,anti-slavery,"the ""Sage of Walpole",SlaveryTerms
16067551,753412,2.01901E+13," Bird, F. W. (Francis William), 1809-1894, http://id.loc.gov/authorities/names/n88002050 creator. ","F. W. Bird letters, 1848-1868 and undated.",11 items.,bionote,slavery,Sage of Walpole,SlaveryTerms
16068837,753444,1.98706E+13," Whiting, Cornelia. ","Journals, 1854-1860.",2 items.,summary,girl,") primarily describing student life at Ingham Collegiate Institute a girl's school in LeRoy, N.Y., but also including",HateBaseFull
16141922,755729,1.98707E+13," Red River Church (Robertson County, Tenn. ; Primitive Baptist) ","Record books, 1812-1888.",2 items.,summary,blacks,"and lists of members, 1812-1849, including blacks. Volumes also include construction agreement, 1849, abstract",RaceTerms
16141922,755729,1.98707E+13," Red River Church (Robertson County, Tenn. ; Primitive Baptist) ","Record books, 1812-1888.",2 items.,summary,apple,"stud fees for a donkey, 1870-1871, apple trees, 1860, a local tax list, n.d",HateBaseFull
16141953,755732,1.98707E+13," Ellis, John S., active 1812. ","Ledger, 1811-1813.",1 item,summary,blacks,Accounts of a general store. Customers include several free blacks.,RaceTerms
16390559,759623,1.98708E+13," Peck, Allen L. ","Correspondence, 1862-1863.",12 items.,summary,wife,"20th Infantry Regiment of the Connecticut Volunteers, to his wife in Southington, Connecticut. They primarily describe his journey",GenderTerms
16390559,759623,1.98708E+13," Peck, Allen L. ","Correspondence, 1862-1863.",12 items.,summary,wife,to Dec. 1862. Also includes a letter from his wife and another from his cousin.,GenderTerms
16390602,759626,2.01108E+13,NULL,"Willard-Bently family papers, 1837-1902, bulk 1843-1888.",50 items,summary,wife,", N.Y., including domestic chores performed by Willard's wife and daughters. Also dairying and other agricultural accounting records",GenderTerms
16390619,759628,1.98708E+13," Cain and Cornelius (Nashville, Tenn.) ","Ledger, 1859-1862, (bulk) 1859, 1862.",1 item.,summary,blacks,"include Charles W. Raisler, many slaveowners, several free blacks, and during 1862 both Union and Confederate troops.",RaceTerms
16392392,759673,1.98708E+13," O'Brien, John F., -1939. ","Papers, 1896-1939.",17 items.,summary,wife,"for the New York Court of Appeals, and his wife Hilda. Includes two letters (1931) from Felix",GenderTerms
16392517,759679,2.0091E+13," Harley, George W. (George Way), 1894-1966. http://id.loc.gov/authorities/names/n84806172 ","George W. Harley Papers, 1911-1975 bulk 1925-1960.",2500 items.,summary,wife,on the life and work of Dr. Harley and his wife Winifred J. Harley at the Methodist supported medical mission they,GenderTerms
16447866,760972,2.01302E+13," Ramsey, Paul. http://id.loc.gov/authorities/names/n50057837 ","Paul Ramsey Papers, 1934-1988 and undated.","14,530 items (24 linear ft.).",summary,prominent,sexual ethics. The large Correspondence Series contains letters of prominent theologians. Among the correspondents are the American Medical Association,Aggrandizement
16447914,760976,2.0091E+13," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,blacks,relating primarily to Hancock's efforts to further opportunities for blacks. The bulk of the collection consists of photocopied newsclippings,RaceTerms
16447914,760976,2.0091E+13," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes",RaceTerms
16447914,760976,2.0091E+13," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes",SlaveryTerms
16447914,760976,2.0091E+13," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes",HateBaseFull
16447914,760976,2.0091E+13," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes",RaceEuphemisms
16447944,760978,1.98708E+13," Mixter, Emerson. ","Family papers, 1850-1867.",74 items.,summary,wife,Mixter from other relatives and one by Mixter to his wife.,GenderTerms
16821974,771170,1.9871E+13," Elmer, Edith. ","Diary, 1882-1886.",1 item.,summary,girl,,HateBaseFull
16822611,771181,1.9871E+13," Whitsitt, William A. ","Accounts and journal, 1847-1852.",1 item.,summary,slave,".) containing chiefly financial information, including agricultural, slave, and personal accounts. Includes school attendance records and",HateBaseFull
16822611,771181,1.9871E+13," Whitsitt, William A. ","Accounts and journal, 1847-1852.",1 item.,summary,slave,".) containing chiefly financial information, including agricultural, slave, and personal accounts. Includes school attendance records and",SlaveryTerms
17149994,778644,2.00711E+13,NULL,"Merchant's daybook, 1815-1822, bulk 1815-1816.",1 item. (156 p. ),summary,prominent,"District of Columbia, probably Alexandria, Va. Customers included prominent Virginia families. Business included tobacco, bank stock,",Aggrandizement
17155864,778783,2.02004E+13," Hemphill, Joseph Newton, 1847-1931, addressee. ","Joseph Hemphill letters, 1898-1923, bulk 1908.",20 items,summary,wife,,GenderTerms
17155864,778783,2.02004E+13," Hemphill, Joseph Newton, 1847-1931, addressee. ","Joseph Hemphill letters, 1898-1923, bulk 1908.",20 items,bionote,Asiatic,.,RaceTerms
17158327,778846,1.98712E+13," Jocelyn, Susan Elinor Willard. ","Lights and shadows : parish sketches : manuscript, ca. 1840/ by the pastor's wife.",12 items.,summary,wife,portrayal of the daily life of a rural pastor's wife in mid-19th century New England. Includes 3 mounted photographs,GenderTerms
17158327,778846,1.98712E+13," Jocelyn, Susan Elinor Willard. ","Lights and shadows : parish sketches : manuscript, ca. 1840/ by the pastor's wife.",12 items.,bionote,abolitionist,"-1881), bank-note engraver and noted abolitionist.",SlaveryTerms
17158343,778850,2.01109E+13, Camden and Amboy Railroad and Transportation Company. http://id.loc.gov/authorities/names/n86071288 ,"Letterbook, 1846-1869.",1 item (94 p.).,summary,property,"(1852), an inventory and appraisal value of property in the Camden and Amboy Railroad office (1868,",HateBaseFull
17158352,778852,1.98712E+13,NULL,"Recollections of Dr. Benjamin Abbot: manuscript, ca. 1850's.",1 item (16 p.),summary,prominent,"career at Phillips Exeter Academy. Includes numerous references to prominent students such as Daniel Webster, Edward Everett, and",Aggrandizement
17158362,778853,2.01306E+13," Wetherell, Annie H. ","Diary, 1887-1919, bulk 1887-1893.",1 v. (291 p.),summary,Indian,"descriptions of Civil War sites, Luray Caverns, an Indian school in Carlisle, Pa., and the funeral of",RaceTerms
17364036,784841,1.98801E+13," Parsons, Sarah B. http://id.loc.gov/authorities/names/n92026945 ","Diary, 1819-1859.",1 volume (171 p.),bionote,Wife,"of Rev. Issac Parsons, East Haddam, Ct.",GenderTerms
17364626,784868,2.00909E+13," Daniels, Josephus, 1862-1948. http://id.loc.gov/authorities/names/n50037360 ","Josephus Daniels papers, 1904-1954, bulk 1913-1942.","22,300 items.",summary,Teapot,and the investigation which led to the uncovering of the Teapot Dome Scandal; the relationship between the United States and,HateBaseFull
17364728,784874,1.98801E+13," O'Hara, James. http://id.loc.gov/authorities/names/nr2004035772 ","Account book, 1819-1822.",1 v. (94 p.).,summary,slaves,"goods as well as tuition, and the hiring of slaves. Included are some diary-like entries.",HateBaseFull
17364728,784874,1.98801E+13," O'Hara, James. http://id.loc.gov/authorities/names/nr2004035772 ","Account book, 1819-1822.",1 v. (94 p.).,summary,slaves,"goods as well as tuition, and the hiring of slaves. Included are some diary-like entries.",SlaveryTerms
17368272,784969,2.00802E+13," Ball, John, 1760-1817. ","John Ball family papers, 1773-1892 (bulk 1803-1854).",3237 items.,summary,slaves,". Business papers include receipts, bills, lists of slaves, descriptions of rice crops, and records of horse",HateBaseFull
17368272,784969,2.00802E+13," Ball, John, 1760-1817. ","John Ball family papers, 1773-1892 (bulk 1803-1854).",3237 items.,summary,slaves,". Business papers include receipts, bills, lists of slaves, descriptions of rice crops, and records of horse",SlaveryTerms
17368272,784969,2.00802E+13," Ball, John, 1760-1817. ","John Ball family papers, 1773-1892 (bulk 1803-1854).",3237 items.,bionote,planter,"Rice planter, of Charleston, South Carolina.",SlaveryTerms
17368272,784969,2.00802E+13," Ball, John, 1760-1817. ","John Ball family papers, 1773-1892 (bulk 1803-1854).",3237 items.,bionote,planter,"Rice planter, of Charleston, South Carolina.",Aggrandizement
17368601,784985,2.01309E+13," Ball, W. W. (William Watts), 1868-1952. http://id.loc.gov/authorities/names/n88172085 ","William Watts Ball papers, 1778-1952.","26,966 items.",summary,Negro,"discussion of politics, the South Carolina textile industry, Negro problems, the depression and the F.D. Roosevelt administration,",RaceTerms
17368601,784985,2.01309E+13," Ball, W. W. (William Watts), 1868-1952. http://id.loc.gov/authorities/names/n88172085 ","William Watts Ball papers, 1778-1952.","26,966 items.",summary,Negro,"discussion of politics, the South Carolina textile industry, Negro problems, the depression and the F.D. Roosevelt administration,",SlaveryTerms
17368601,784985,2.01309E+13," Ball, W. W. (William Watts), 1868-1952. http://id.loc.gov/authorities/names/n88172085 ","William Watts Ball papers, 1778-1952.","26,966 items.",summary,Negro,"discussion of politics, the South Carolina textile industry, Negro problems, the depression and the F.D. Roosevelt administration,",HateBaseFull
17368601,784985,2.01309E+13," Ball, W. W. (William Watts), 1868-1952. http://id.loc.gov/authorities/names/n88172085 ","William Watts Ball papers, 1778-1952.","26,966 items.",summary,Negro,"discussion of politics, the South Carolina textile industry, Negro problems, the depression and the F.D. Roosevelt administration,",RaceEuphemisms
17368698,784987,2.01108E+13,NULL,"Steiger-Shriver family papers, 1823-1916 1826-1831 (bulk).",46 items,bionote,wife,"S. Shriver of Union Mills, Md., was first wife of William Tell Steiger (1801-1888) of",GenderTerms
17368698,784987,2.01108E+13,NULL,"Steiger-Shriver family papers, 1823-1916 1826-1831 (bulk).",46 items,bionote,wife,"retirement in 1884 to Howard Co., Md. His second wife was Hannah Van Patten of Schenectady, N.Y.",GenderTerms
17461935,787736,2.0091E+13," Rapelye, Paul, active 1820-1823. ","Paul Rapelye papers, 1820-1823.",14 items.,summary,slave,"and Co. Includes references to a prize ship and its slave cargo (1820, July 27) and to an",HateBaseFull
17461935,787736,2.0091E+13," Rapelye, Paul, active 1820-1823. ","Paul Rapelye papers, 1820-1823.",14 items.,summary,slave,"and Co. Includes references to a prize ship and its slave cargo (1820, July 27) and to an",SlaveryTerms
17461935,787736,2.0091E+13," Rapelye, Paul, active 1820-1823. ","Paul Rapelye papers, 1820-1823.",14 items.,summary,slave,"27) and to an auction firm and the aborted slave insurrection of Denmark Vesey (1822, July 15)",HateBaseFull
17461935,787736,2.0091E+13," Rapelye, Paul, active 1820-1823. ","Paul Rapelye papers, 1820-1823.",14 items.,summary,slave,"27) and to an auction firm and the aborted slave insurrection of Denmark Vesey (1822, July 15)",SlaveryTerms
17462543,787753,2.00602E+13," Lawson, Robert, -approximately 1802. ","Papers, 1776-1825 bulk 1781.",40 items.,summary,Revolutionary,"of troops in Virginia and North Carolina, during the Revolutionary War in 1781. Some papers concern military promotions and",Aggrandizement
17462543,787753,2.00602E+13," Lawson, Robert, -approximately 1802. ","Papers, 1776-1825 bulk 1781.",40 items.,bionote,Revolutionary,,Aggrandizement
17961419,805125,1.98805E+13," Dox, Peter Myndert, 1813-1891. http://id.loc.gov/authorities/names/no2008128015 ","Letter, 1869 Oct. 31, : Washington, D.C. to Thomas Banks Cabaniss.",1 item (6 p.).,summary,blacks,Democrat in Congress; his opposition to the appointment of blacks to positions in the House by the Doorkeeper; Dox,RaceTerms
17963511,805152,1.98805E+13," Baker, Isaac, -1876. ","Papers, 1832-1858.",32 items.,summary,Miss,"(1852) between Baker, a widower, and Miss Mary C. Dosh concerning their courtship,marriage, and",GenderTerms
17974025,805422,2.01307E+13," Plaster, George E. ","Papers, 1866-1918 1885-1903 (bulk).",14 items.,summary,blacks,", 1885-1888, with medical patients, including blacks. Dr. F.M. Nichols was a partner. Plaster's",RaceTerms
17974926,805455,1.98805E+13," Briggs, Rhoda S. ","Correspondence, 1852-1874.",104 items.,summary,Miss,,GenderTerms
17975014,805457,1.98807E+13," Woodforde, Thomas, Mrs., active 1839. ","Diary, 1839, Jan. 1 - June 28.",1 item (52 p.).,bionote,Wife,1836) Rector,GenderTerms
17975086,805460,2.01812E+13, Wythe County (Va.) http://id.loc.gov/authorities/names/n81056548 ,"Wythe County tax records, 1804-1806, bulk 1804-1805.",3 items.,summary,property,"Armstrong that record the names of taxpayers and their taxable property, assessments, and payments. These books also include",HateBaseFull
17975174,805464,2.01812E+13," Strong, William Emerson, 1840-1891. http://id.loc.gov/authorities/names/n00010723 ","Officers of army and navy and notorious characters of so-called ""Confederate States"": photograph album, ca. 1864-1865.",1 item (50 p.),bionote,chief,"Officer in the U.S. Army, 1861-1865; chief of staff of the Army of the Tennessee, 1864",HateBaseFull
17975678,805472,1.98805E+13,NULL,"Lagos factory daybook, 1802-1803.",1 item (48 p.).,summary,slaves,", and other local products. Also includes entries for slaves and occasional slave sales and transactions with ships.",HateBaseFull
17975678,805472,1.98805E+13,NULL,"Lagos factory daybook, 1802-1803.",1 item (48 p.).,summary,slaves,", and other local products. Also includes entries for slaves and occasional slave sales and transactions with ships.",SlaveryTerms
17975678,805472,1.98805E+13,NULL,"Lagos factory daybook, 1802-1803.",1 item (48 p.).,summary,slave,local products. Also includes entries for slaves and occasional slave sales and transactions with ships.,HateBaseFull
17975678,805472,1.98805E+13,NULL,"Lagos factory daybook, 1802-1803.",1 item (48 p.).,summary,slave,local products. Also includes entries for slaves and occasional slave sales and transactions with ships.,SlaveryTerms
17979568,805540,2.02102E+13," Marney, Carlyle, 1916-1978. http://id.loc.gov/authorities/names/n50040756 ","Carlyle Marney papers, 1899-1979 and undated, bulk 1958-1978.","Approx. 45,000 items (58.0 linear ft.)",summary,race relations,"century Southern religious community in the face of war, race relations, and prejudice; modern societies in general; rural",RaceEuphemisms
17979568,805540,2.02102E+13," Marney, Carlyle, 1916-1978. http://id.loc.gov/authorities/names/n50040756 ","Carlyle Marney papers, 1899-1979 and undated, bulk 1958-1978.","Approx. 45,000 items (58.0 linear ft.)",summary,Prominent,"Rural Poverty, The Committee on Religion in Appalachia. Prominent correspondents include James T. Cleland, William Sloan Coffin,",Aggrandizement
17979624,805541,2.01307E+13," Carter, David Miller, 1830-1879. http://id.loc.gov/authorities/names/no2020088644 ","Papers, 1858-1903.",10 items.,summary,freedmen,", 1868-1869, with farm laborers, includig freedmen. This volume also records general store accounts, 1858",SlaveryTerms
17979624,805541,2.01307E+13," Carter, David Miller, 1830-1879. http://id.loc.gov/authorities/names/no2020088644 ","Papers, 1858-1903.",10 items.,summary,blacks,"purchasing, and production, including transactions with tenants, blacks and others, Cater also used the volume for the",RaceTerms
17980117,805560,1.98805E+13," Oakeley, Charlotte Francoise Augusta Gisberte, Lady, approximately 1803-1850. ","Autograph album, 1830-1841.",1 item (103 p.).,bionote,Wife,,GenderTerms
17989596,806140,2.0091E+13," Kearns, Gurney Harris, 1872-1962. ","Gurney Harriss Kearns papers, 1913-1970.",4106 items (12 linear ft.).,summary,Muse,"at Duke University; and Everett, Zane, and Muse, accountants at Greensboro, N.C.",GenderTerms
18116657,810341,1.98806E+13," Fiske, William Warren, 1857-approximately 1925. ","Papers, 1880-1924 & n.d.",81 items (.4 linear ft.).,summary,wife,"BEAUTIFUL LIFE (1922), pertain to Fiske's wife, Lida Robertson Fiske.",GenderTerms
18131560,810693,1.98806E+13," Leggett, William, 1801-1839. http://id.loc.gov/authorities/names/n83161694 ","Letter, 1838 November 22, : New Rochelle, New York to Lewis Tappan.",1 item (3 p.).,summary,abolitionist,"Discusses Leggett's activities and views in favor of the abolitionist movement, and the personal sacrifices he has made for",SlaveryTerms
18131560,810693,1.98806E+13," Leggett, William, 1801-1839. http://id.loc.gov/authorities/names/n83161694 ","Letter, 1838 November 22, : New Rochelle, New York to Lewis Tappan.",1 item (3 p.).,bionote,abolitionist,Journalist and abolitionist.,SlaveryTerms
18131610,810696,1.98806E+13," Stuart, James H. ","Letter, 1853 Oct. 23, : Simon's Bay, South Africa to his mother, Mrs. General John Forster.",1 item (4 p.).,summary,birds,"his trips ashore, geography, plants, animals, birds, and local customs.",HateBaseFull
18131848,810704,2.01402E+13," Bridgers, Ann Preston. http://id.loc.gov/authorities/names/no98010994 ","Ann Preston Bridgers papers, 1871-1967 and undated, bulk 1925-1963.",3100 items.,summary,Miss,"clippings, photographs, and other miscellaneous items relating to Miss Bridgers and her family, with the bulk of the",GenderTerms
