eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
ballwilliamwatts,000784985,William Watts Ball papers,notes,race relations,"local, state, and national issues. Material on race relations begins as early as 1916, but is particularly abundant",RaceEuphemisms
ballwilliamwatts,000784985,William Watts Ball papers,notes,Negro,"of states' rights versus federal control, the ""Negro problem"" includes the anti-lynching movement, enfranchisement",RaceEuphemisms
ballwilliamwatts,000784985,William Watts Ball papers,notes,racial,", enfranchisement and control of the African American vote, racial unrest, segregation, and other matters. The papers",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,colored,", and the establishment of a white camp before a colored one; later correspondence focuses on the attempt to complete",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,Colored,", 1951 - several letters concern drinking at a Veteran Colored School. 3 pamphlets: Correspondence deals with the sale",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,racial,"includes much printed material--speeches and essays--opposing racial integration, with some hate literature against the blacks.",RaceEuphemisms
barkeraaronmichael,00657286,Aaron Michael Barker papers,notes,troubles,"memories (circa 1942-1943) detail his financial troubles, family updates, and feelings on the treatment of",RaceEuphemisms
barkeraaronmichael,00657286,Aaron Michael Barker papers,notes,troubles,"99-147, in which he detailed his financial troubles and efforts to borrow money from friends and relatives.",RaceEuphemisms
barnesbi,006627092,Bernard Irwin Barnes papers,notes,race relations,and traditional devotional subjects to more contemporary topics such as race relations and World War II. He references scripture as well,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racial,"newspaper clippings, dating largely from the 1960s-2000s, covering racial integration and the Civil Rights movement in Washington D.C.,",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,Negro,section are reports and clippings about the National Council of Negro Women; Barrow was a member for some time during,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,"of topics, including education, women's rights, racism, Washington DC history, healthcare and addiction issues,",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,Race Relations,and advertising. Includes a file with several issues of Race Relations Reporter (1973-1974). Contains Barrow's,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,". Includes files about the power of Black consumers, racism in advertising, and other topics related to African Americans",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,", minorities in journalism, statistics, mass media, racism in language, and other issues. Assorted files related",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,"topics in broadcasting, advertising, minorities in media, racism, and the media's impact on the African American",RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,race relations,York University. The thesis for her doctoral degree on race relations is located in the Thesis Subseries of the Writings Series,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,race relations,"to the editor, 1957, regarding school integration and race relations in the Norfolk, Virginia area. Two essays by",RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,racial,2004 discussing the history of the Roma and addressing the racial and social discrimination and human rights concerns of their current,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,colored,"-white illustrations of New York City landmarks, some colored. There are a few duplicates. Most measure approximately",RaceEuphemisms
bedfordkristin,005990916,Kristin Bedford photographs,notes,racial,"Father and Mother Divine, founders of the multi-racial religious community called the International Peace Mission Movement. The",RaceEuphemisms
belcher,002423875,Max Belcher photographs,notes,racial,"architecture have developed in conjunction with the thematic exploration of racial identity, emigration and history that run through his work",RaceEuphemisms
belcher,002423875,Max Belcher photographs,notes,racial,work was exhibited as part of a larger project on racial identity undertaken in conjunction with social anthropologist Marion Kilson and,RaceEuphemisms
blakemichaelfrancis,000897854,Michael Francis Blake photographs,notes,racial,"; however, there are individuals who are multi-racial, and possibly white and Asian. The photographs were",RaceEuphemisms
blakemichaelfrancis,000897854,Michael Francis Blake photographs,notes,Negro,"1930 and 1940 censuses, the family appears as ""Negro (Black)."" The family of Henry and",RaceEuphemisms
blakemichaelfrancis,000897854,Michael Francis Blake photographs,notes,Negro,"the 1930 and 1940 censuses, they appear as ""Negro (Black)."" Mounted photograph, stamped with",RaceEuphemisms
bostonarchie,008344607,Archie Boston papers,notes,Colored,Design & Design Education (2001) and Lil' Colored Rascals in the Sunshine City (2009). He,RaceEuphemisms
boyte,001058220,Boyte Family papers,notes,race relations,"Boyte, left the American Red Cross to work in race relations. Eventually he was appointed the first white man on",RaceEuphemisms
boyte,001058220,Boyte Family papers,notes,Racial,", the American Friends Service Committee, the Congress of Racial Equality (CORE), the National Association for the",RaceEuphemisms
boyte,001058220,Boyte Family papers,notes,Colored,"CORE), the National Association for the Advancement of Colored People (NAACP), the National Urban League,",RaceEuphemisms
boyte,001058220,Boyte Family papers,notes,Racial,". There is material in the Clippings, Correspondence and Racial files of the Harry G. Boyte Series regarding civil unrest",RaceEuphemisms
boyte,001058220,Boyte Family papers,notes,Racial,Freedom Riders and lent support to local NAACP leaders. Racial files include material relating to other Civil Rights programs and,RaceEuphemisms
bradshaw,000847103,Herbert Clarence Bradshaw papers,notes,race relations,"includes a substantial sequence of folders on Durham, N.C. race relations issues and school integration. There are printed programs of",RaceEuphemisms
branscomblouise,001751729,Louise Hortense Branscomb papers,notes,race relations,"missionary work, women's issues in the church, race relations, and Branscomb's representing the church on her travels",RaceEuphemisms
branscomblouise,001751729,Louise Hortense Branscomb papers,notes,race relations,of Women's Society and Guild in educating women in race relations. Difficulties in relationships of Guild and WSCS since Guild,RaceEuphemisms
brookesivesonl,000847127,Iveson L. Brookes papers,notes,race relations,"Correspondence by descendants includes mining near Potosi, Missouri, race relations in marriage and religion, politics in South Carolina in",RaceEuphemisms
brownakeabrionne,008630734,Akea Brionne Brown photographs,notes,racial,Akea Brionne Brown's work explores the implications of historical racial and social structures in relation to the development of contemporary,RaceEuphemisms
browngeorgem,000847139,George M. Brown Papers,notes,negro,"4, 1869, conveys the opinion ""that the negro is constitutionally and innately averse to regular labor.""",RaceEuphemisms
brownleslie,008419617,Leslie Brown papers,notes,race relations,"students at Duke University, the Jim Crow era, race relations, race and the United States government, and segregation",RaceEuphemisms
brownleslie,008419617,Leslie Brown papers,notes,racism,"Obama, Thomas Jefferson and Sally Hemings, reparations, racism, and college graduation rates. Arranged alphabetically.",RaceEuphemisms
brownwilliamg,000847143,William Garrott Brown papers,notes,race relations,"History, Southern feelings toward Harvard and Massachusetts, and race relations. Other Brown letters reproduced by Clayton from the Edward",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,colored,"last law passed by the Georgia legislature, granting the colored people all the protection given to the white. They",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,Colored,", African-American minister Charles R. Edwardes introduces the Colored Men of the Mechanics and Laboring Men Association to JEB",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,Negro,"Howard, ""Facts concerned with the Ballot for the Negro"" as told to John Emory Bryant's daughter,",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,colored,"on Supreme Court for decision on question of eligibility of colored men,"" ""Names of those who pledge to",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,colored,Governor in refusing to organize and arm companies composed of colored men is to enable our former masters the more easily,RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,racism,", list of speeches given by defenders of slavery, racism, and the Confederacy, report of speech given by",RaceEuphemisms
bryantjohnemory,000847147,John Emory Bryant papers,notes,colored,"Fountain of Georgia (also referred to as the ""colored Good Templars"") a Black temperance organization. On",RaceEuphemisms
btv,002520450,Behind the Veil: Documenting African-American Life in the Jim Crow South records,notes,racial,memories of black elders who survived this era of profound racial oppression. The resulting collection offers researchers an abundance of,RaceEuphemisms
btv,002520450,Behind the Veil: Documenting African-American Life in the Jim Crow South records,notes,racial,"of rich resources for understanding black self-images, racial pride and achievement during the long period of American apartheid",RaceEuphemisms
btv,002520450,Behind the Veil: Documenting African-American Life in the Jim Crow South records,notes,race relations,"were distinct to each community. These nuances that governed race relations in southern cities, towns and rural communities are interspersed",RaceEuphemisms
btv,002520450,Behind the Veil: Documenting African-American Life in the Jim Crow South records,notes,racial,"summers of 1993, 1994 and 1995, multi-racial research teams traveled throughout the South to conduct oral history",RaceEuphemisms
btv,002520450,Behind the Veil: Documenting African-American Life in the Jim Crow South records,notes,racial,how African-Americans built communities during an age of racial oppression. The interviews include much information about family history,RaceEuphemisms
bullock,000847110,Bullock family papers,notes,racial,"of farm and plantation owners, and a bi-racial family whose members were descendants of Bullock family slaves.",RaceEuphemisms
bullock,000847110,Bullock family papers,notes,racial,Fourteen photographs added at a later date represent bi-racial descendants of this family who lived in Nutbush and Manson,RaceEuphemisms
bullock,000847110,Bullock family papers,notes,racial,this group of images represents African American and bi-racial descendants of the Bullock family of Granville (Vance),RaceEuphemisms
bullock,000847110,Bullock family papers,notes,Negro,"records, they are identified as African Americans (""Negro"" or ""Black""). The original photographs",RaceEuphemisms
burnsarthur,003830754,Arthur F. Burns papers,notes,troubles,to Mr. Nehru. Re: Republican Party's financial troubles. Re: Organizing shadow cabinet in every state controlled,RaceEuphemisms
burnst,006260310,T. Burns collection of racial stereotypes,notes,Racial,in the late 1980s. The T. Burns Collection of Racial Stereotypes was received by the David M. Rubenstein Rare Book,RaceEuphemisms
burnst,006260310,T. Burns collection of racial stereotypes,notes,Racial,"[Identification of item], T. Burns Collection of Racial Stereotypes, David M. Rubenstein Rare Book & Manuscript Library",RaceEuphemisms
calhounlucy,006070434,Lucy Monroe Calhoun family photographs and papers,notes,colored,"folded in half, a few have been hand-colored, and several have letters written on the back.",RaceEuphemisms
calvinsamuel,000847155,Samuel Calvin papers,notes,troubles,"in the life of a mining camp, and legal troubles with claims. The collection also includes maps, deeds",RaceEuphemisms
campbell,000846361,Campbell Family papers,notes,Negro,"in religion, concern for the plight of the free Negro, and interest in historical works and literature. Included",RaceEuphemisms
cannon,000992800,Cannon Mills records,notes,racial,"' records; real estate; lawsuits, one involving racial discrimination; and estate settlements. Community relations are evident",RaceEuphemisms
cannon,000992800,Cannon Mills records,notes,racial,an investigation of corporate slush funds; a suit involving racial discrimination; and civic projects. Arranged alphabetically. Audio,RaceEuphemisms
cannon,000992800,Cannon Mills records,notes,colored,"1928. Gibson had 31,396 spindles in 1927 that manufactured colored yarns, fancy ginghams, dress goods, etc.",RaceEuphemisms
carterlin,006714772,Lin Carter papers,notes,Colored,"Fantastic Traveller and Maude Meagher: Dome of Many-Colored Glass"" (1972), ""About the Star",RaceEuphemisms
cartermandy,003881277,Mandy Carter papers,notes,racial,", she has been involved in peace, social, racial and LGBT organizing at the local, state, regional",RaceEuphemisms
cartermandy,003881277,Mandy Carter papers,notes,racism,"to empowering black LGBT people and fostering equality by fighting racism and homophobia. Carter is a founding board member,",RaceEuphemisms
cdpl,003852165,Center for Death Penalty Litigation records,notes,racism,"Death Penalty Litigation's work often involves the investigation of racism and the judicial process, and the treatment of people",RaceEuphemisms
cdsindivisible,003144960,"Indivisible: Stories of American Community records, 1999-2002",notes,race relations,", Haitians in Florida), the natural environment, race relations, youth empowerment, and economic and cultural development,",RaceEuphemisms
cdsneighborhoods,005098300,Center for Documentary Studies Neighborhoods Project records,notes,colored,"and-white photographs (a few are hand-colored), negatives, and slides from projects created by",RaceEuphemisms
cdsneighborhoods,005098300,Center for Documentary Studies Neighborhoods Project records,notes,colored,"and-white 8x10"" prints have been hand-colored. Includes some captions created by the student photographers.",RaceEuphemisms
cdssncccriticaloh,007841578,"Center for Documentary Studies, SNCC Legacy Project Critical Oral Histories Conference Interviews, 2016-2018",notes,Colored,freedom movement; Charles McLauren intro; Courtland on Us Colored People; Charlie Cobb and Gloria House on the culture,RaceEuphemisms
cdsynn,005200811,Youth Noise Network records,notes,racism,"-driven project. Originally started to explore race, racism, and culture in Durham, YNN has since become",RaceEuphemisms
chafe,001751755,William Henry Chafe Oral History collection,notes,race relations,"Photographs show Civil Rights demonstrators, law enforcement response, race relations in the South, and active protest. All photographs",RaceEuphemisms
chalonerjohn,000851094,John Armstrong Chaloner papers,notes,troubles,” in the aftermath of psychiatric experiments and own legal troubles regarding his sanity. Known in his youth as Archie,RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,racial,"and the trauma from that. Discussed the turmoil/racial unrest in the south that surrounded the late 50s,",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,negro,"of community McComb had. Shortly discussed the ""crazy negro"" idea and why they were left alone. Telephone",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,racial,"'s father. In person. Short Interview, discusses racial issues within masonry class in Daytona Beach, firing from",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,racism,from working in the Post Office in NY because of racism and having to get an lawyer to get job back,RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,negro,"white guilt and white arrogance. Marion Berry: uppity negro, white people resented him. Violence or the threat",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,negro,"their relationships with white Mississippians. Explanation of ""crazy negro"" white people called black people who stand up for",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,Negro,"Vernon Dahmer who also wasn't nonviolent. Discussed Crazy Negro terminology, and Man Porter, a local ""crazy",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,negro,"terminology, and Man Porter, a local ""crazy negro"" , Hollis says the crazy negro terminology was a",RaceEuphemisms
charliecobbinterviews,007691768,Charlie Cobb Interviews,notes,negro,"local ""crazy negro"" , Hollis says the crazy negro terminology was a way of explaining why they would leave",RaceEuphemisms
chineseposters,006626603,Robert White collection of Chinese Cultural Revolution materials,notes,colored,"(1893-1993). Large metal discs with colored enamel coating, featuring Mao; ranging in size from",RaceEuphemisms
civil,001058230,"United States Commission on Civil Rights, North Carolina Advisory Committee papers",notes,racial,"to governmental policy change. The research particularly focuses on racial discrimination against and the civil rights of African Americans,",RaceEuphemisms
civilrightswaysidetheatrephotos,008921847,Civil Rights Movement and Wayside Theatre photographs,notes,racial,unattributed; and nine prints of an unidentified multi-racial staged production. The Civil Rights prints typically feature detailed,RaceEuphemisms
civilrightswaysidetheatrephotos,008921847,Civil Rights Movement and Wayside Theatre photographs,notes,racial,contact sheets and seven prints showing an unidentified multi-racial dramatic or musical performance perhaps staged by the Wayside Theatre,RaceEuphemisms
clarkjasmine,008022239,Jasmine Clark photographs,notes,racial,", are conflated with complex and polarizing issues such as racial discrimination, religion, gender identity, and nationalism.",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,racism,drafts compiled for his Ford Foundation appointment researching desegregation and racism in the 1970s; writings and essays about Reinhold Niebuhr,RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racism,"Together: The Continuing Struggle Against the Twin Tragedies of Racism and Anti-Semitism"" ""The Encounter Between the",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racism,"Traditionally Black Colleges"" Duke Club of New Orleans ""Racism, the Christian Faith, and the Beloved Community""",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racial,"Rights Revolution in the South and the Unfinished Business of Racial and Social Justice: An Overview"" ""Black Colleges",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racial,"Benjamin E. Mays and the Struggle for Social Justice and Racial Equality"" ""Academic Excellence and What Will You Do",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Negro,""" ""Black Colleges and Academic Success"" ""The Negro Spiritual and the Kingdom Not of This World"" """,RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racism,"""A Humanistic Vision and Commitment Beyond the Tragedy of Racism and Poverty"" Duke University American Council on Education Council",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Racism,"""Resolution"" ""Beyond the Tragedy and Tyranny of Racism to the Beloved Community of All of God's Children",RaceEuphemisms
cooksamueldubois,008296840,Samuel DuBois Cook Papers,notes,Negro,"Citizen and Public Official: An Historical Sketch of the Negro in the Southern Political Process""; Duke University """,RaceEuphemisms
cooperannajulia,007811469,Anna Julia Cooper papers,notes,negro,"Billington also corresponded with Dorothy Porter, head of the negro collection at Howard University, and Rayford Logan, professor",RaceEuphemisms
corley,002448934,Carl V. Corley papers,notes,colored,'s first comic strip. Bound volume with hand-colored illustrated pages and text. Comic strip in bound scrapbook,RaceEuphemisms
cosmeticssamples,007706314,Cosmetics Trade Samples and Sachet collection,notes,colored,"dealers. It is supplied in three elegant and distinctly colored containers. Borated, Violet, and Flesh. This",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,racial,"Duke University. The papers of Earnest Sevier Cox, racial separatist, real estate agent, and military officer,",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Negro,. In 1910 he traveled to Africa to study the Negro under colonial rule; while there he broadened his interests,RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Negro,"black nationalists and associations represented are Marcus Garvey, Universal Negro Improvement Association (UNIA), (ca. 1925",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Racial,"instrumental in getting the Virginia General Assembly to pass the Racial Integrity Law of 1924, which was designed in part",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,racial,"the Cox papers. Titled Chiefly correspondence between Cox and racial separatists. Also personal correspondence with his family, some",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Negro,"from the Liberian Construction Association, correspondence from the Universal Negro Improvement Association, as well as a letter and references",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Racial,"issue. Also information about Marcus Garvey, the Virginia Racial Integrity Law of 1924, and other miscellaneous articles.",RaceEuphemisms
cox,000813440,Earnest Sevier Cox papers,notes,Racial,"South Africa and other countries in Africa; the Virginia Racial Integrity Law of 1924; repatriation efforts and leaders,",RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,racial,used to study a variety of themes and subjects: racial or ethnic stereotypes in popular culture (chiefly African American,RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,racial,"1960s 1970s. He also collected filmic materials reflecting other racial and ethnic stereotypes, as seen in the Ethnic Films",RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,Negro,"American soldiers; Newsreel footage ­""Mrs. Roosevelt helps dedicate Negro Boys Club""; ""Robot Cotton Picker"" [",RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,Negro,"available. See viewing copies 7, 8] The Negro Soldier [VHS use copy available. See viewing copies",RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,Negro,"See viewing copy 10] Sidney Poiter accepts Oscar; Negro Youth Administration footage, l930s [VHS use copy available",RaceEuphemisms
crippsthomas,003979547,Thomas Cripps papers,notes,racism,"covered include the Nazi Party, anti-semitism, racism, Jesse Owens, modernism, German politics and culture",RaceEuphemisms
cummingalfred,000851715,Alfred Cumming papers,notes,troubles,"to Utah, scenery, frontier conditions, and Indian troubles. The collection includes hints of discrepancies in Cumming's",RaceEuphemisms
cwmaps,001530394,Civil War Manuscripts Map collection,notes,colored,", waterways, churches, and topography. Pencil and colored ink on paper. Scale, 4:10. 42 x",RaceEuphemisms
cwmaps,001530394,Civil War Manuscripts Map collection,notes,Colored,counties. Roads and waterways are shown in detail. Colored ink on paper. 41 x 26 cm. Map,RaceEuphemisms
cwmaps,001530394,Civil War Manuscripts Map collection,notes,Colored,points are given in some instances. Legend included. Colored ink on paper. 26 x 37 cm. Maj,RaceEuphemisms
dalton,001662928,Harry L. and Mary K. Dalton collection,notes,negro,Marshall Counties in Mississippi in an effort to have a negro named Isaac returned to De Soto County from the protection,RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,race relations,"seances and mediums; the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti,",RaceEuphemisms
dawsonfrancisw,000851739,Francis Warrington Dawson family papers,notes,Negro,"the Taft administration; Roosevelt and race relations; the Negro in Liberia, Nigeria, Haiti, and the U.S.",RaceEuphemisms
dbjrandall,003252346,Dale B. J. Randall papers,notes,Troubles,"time, and Randall refers to it as ""The Troubles."" There are also syllabi, examination questions,",RaceEuphemisms
dixonthomas,000853474,Thomas Dixon Jr. Papers,notes,Negro,"Love Complex, God's Fool: A Drama of Negro Life in Modern Harlem, Shanghai Express, The Great",RaceEuphemisms
dixonthomas,000853474,Thomas Dixon Jr. Papers,notes,Negro,"- illustrated in the clash between the Old and New Negro in Harlemâ€¦."" Many pages torn, worn",RaceEuphemisms
dorisdukefound,004191348,Doris Duke Foundation records,notes,Negro,correspondence from Doris Duke's Personal Fund and donations to Negro Colleges in the 1960s and 1970s. Arrangement Note:,RaceEuphemisms
dukebn,000849851,Benjamin Newton Duke papers,notes,Colored,", the National Religious Training School and Chautauqua for the Colored Race, the New Bern Industrial and Collegiate Institute,",RaceEuphemisms
dukebn,000849851,Benjamin Newton Duke papers,notes,troubles,"North Carolina and their results, and personal and political troubles following the November 1898 Wilmington race riots; and a",RaceEuphemisms
dukebn,000849851,Benjamin Newton Duke papers,notes,Colored,(1899 January); the rebuilding of the Durham Colored Graded School after a fire (1899 January-February,RaceEuphemisms
dukebn,000849851,Benjamin Newton Duke papers,notes,Colored,and the National Religious Training School and Chautauqua for the Colored Race; letters regarding the Main Building (Washington Duke,RaceEuphemisms
dukebn,000849851,Benjamin Newton Duke papers,notes,colored,"series include correspondence, financial documents, a hand-colored land plat, and photographs related to the farm that",RaceEuphemisms
dukew,000849852,Washington Duke papers,notes,Negro,"gifts to the Main Street Methodist Church, ministers, Negro churches, orphanages and schools. With the coming of",RaceEuphemisms
edmonds,002441001,Helen Edmonds papers,notes,Negro,"was published in 1951 as her first book, The Negro and Fusion Politics in North Carolina, 1894-1901",RaceEuphemisms
edmonds,002441001,Helen Edmonds papers,notes,Negro,"important leadership roles in civic organizations such as the United Negro College Fund, the National Association for the Advancement of",RaceEuphemisms
