eadid,bibnumber,collection_title,match_type,match_term,context_snippet,match_rule
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"at schools, 1990 Collection of race information, 1991 Racial classification Racial classification, 1990 Young Lawyer Division: Prison",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,", 1990 Collection of race information, 1991 Racial classification Racial classification, 1990 Young Lawyer Division: Prison Committee Civil",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,racial,"Property forfeiture School search Libel Illegal search Loan denial, racial discrimination Police misconduct Haywood County personnel policy Pender County:",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"to minors Richmond County Radioactive Waste Humanist Counselor Death penalty Racial discrimination Garner Police, use of force High Point and",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"students Off campus student speech ACLU, agreements and policies Racial profiling Public school disc.: anonymous internet issue Prison",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"Oversize Material] Buncombe school board policy unconstitutional, 2002 Racial profiling Racial profiling Governmental immunity Northwestern Regional Library: internet",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"] Buncombe school board policy unconstitutional, 2002 Racial profiling Racial profiling Governmental immunity Northwestern Regional Library: internet filter policy",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,racial,Dog-limit ordinances Dress code/uniform complaints DWB racial profiling complaints DWB statistics gathering Law Experts - police and,RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,racial,"Summer internships Lam, Hoang Legal Committee confidentiality memo Asheville racial profiling, 2003 See You At The Pole, Canton",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"Private Prisons Immunization waiver at NC School for the Arts Racial profiling at RDU Intern, letters of recommendation Intern,",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,racial,"Alternative School, illegal search of students Denied loan, racial discrimination Henderson middle school search policy Graduation prayer Orange High",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,"team Death penalty, articles Cabarrus County, bible classes Racial justice Affiliate chapters relations policy Ten Commandments in school Legal",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,Racial,", unlicensed police offender and criminal record,                 1993 Racial discrimination in schools, 1993 Elementary school re-roofing",RaceEuphemisms
acluofnc,002273867,American Civil Liberties Union of North Carolina records,title,racial,"and seizure and HIV testing, 1992 Triangle Swim Club racial discrimination, 1992 Police conduct, 1990 HIV testing,",RaceEuphemisms
adcouncil,002528803,Advertising Council records,title,Negro,"-1968, 1972-1976 and                      undated United Negro College Fund, 1972-1987 and undated United Service",RaceEuphemisms
adcouncil,002528803,Advertising Council records,title,Negro,"1948-1958 United America, 1948-1949 United Negro College Fund, 1978 United Service Organizations (USO)",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racial,African Fdn.: Divestment Report South African Bureau For Racial Affairs South African Institute of International Affairs South African Institute,RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Race Relations,"South African Institute of International Affairs South African Institute Of Race Relations Pamphlets Clippings, Articles, etc Study Group On Internal",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racism,"Association of Americans to Save Africa Austin Committee to Oppose Racism and Apartheid ""B"" BA-NAG Bishop Tutu",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Negro,Action Committee National Council for Black Studies National Council of Negro Women National Democratic Institute for Interational Affairs National Education Association,RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racism,"African Programs thru 1972, 1973- ""Churches Responding to Racism in the 1980's "" Justice Et Service World Evangelical",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racial,"UN Peacekeeping Forces, thru 1992, 1993-94 Racial Discrimination Security Council Security Council: Debate on Armed Military",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racial,of                         Timor-Dili) CARE (Campaign vs. Racial Exploitation) Southern Africa Liberation Centre World: Canada Economy,RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Racial,"- Africa Groups: CARE (Citizens' Association for Racial Equality,                      Inc.) Relations with Africa, 1975",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Race Relations,"New Internationalist Observer Reuters Times Third World Quarterly Military Politics Race Relations U.S.S.R. Economy Economy, Oil Foreign Relations thru 1983 Africa",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,racial,", early 1970s: Articles and analysis on apartheid and racial reform News and reports on South Africa and world policy",RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,racial,Africa General anti-apartheid media and materials particularly on racial                         classifications South Africa news updates South African government-,RaceEuphemisms
africa,002388073,Leroy T. Walker Africa News Service Archive,title,Coloured,", printing,                            rail, mining. Workers: Coloured and Indian, auto mechanics, dockworkers,                            doctors",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,"one-legged Marvel, Steve Reynolds, and 30 Colored Cowboys. Produced in the All-Colored City of",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,"and 30 Colored Cowboys. Produced in the All-Colored City of Boley, Okla. An Epic of Wild Life",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,"Epic of Wild Life and Smoking Revolvers. All-Colored Cast. Contains an article by star Anita Bush,",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Negro,"This press book insert was especially prepared for placement in Negro newspapers. Yaphet Kotto. Bogle II, p. 233",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Negro,press book had a separate advertising campaign specifically designated for Negro newspapers. [See previous entry] All original materials,RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,racial,where it appears he does not have to contend with racial biases) or should he return to the States to,RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,". Romance in Southern Seas featuring Stella Mayo, Sensational Colored Screen Beauty. All-Colored Cast, contains a",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,"Stella Mayo, Sensational Colored Screen Beauty. All-Colored Cast, contains a detailed list of proposed upcoming production",RaceEuphemisms
africanamericansfilm,003110465,"African Americans in Film Collection of Press Books, Campaign Books, Advertising Manuals, and Ephemera",notes,Colored,and text emphasizing that Norman is the only Company making Colored Pictures that owns and operates its own studio and laboratory,RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,notes,colored,", and are glued to original 11x14 inch cream-colored window mats with paper hinges, a few of which",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"undated National Work Conference on Veteran's Education, 1946 Negro education [original title], 1931-1946 Negro",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"Negro education [original title], 1931-1946 Negro nurses [original title], 1935-1944 Negro",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"Negro nurses [original title], 1935-1944 Negro occupations [original title], 1928-1942,",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"[original title], 1928-1942, undated Negro vocational guidance [original title], 1930-1938",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"original title], 1930-1938,                      undated Negro youth [original title], 1937-1940 North",RaceEuphemisms
agry,000812465,Alliance for Guidance of Rural Youth records,title,Negro,"data compilations, circa                      1935 Subject Files Series. Negro occupations [original title], 1928-1942,",RaceEuphemisms
alfa,002235672,Atlanta Lesbian Feminist Alliance (ALFA) Archives,title,Racism,"in Politics and Law Women and Pornography Rape Task Force Racism Rape and Violence to Women Religion, Women and Rural",RaceEuphemisms
alfa,002235672,Atlanta Lesbian Feminist Alliance (ALFA) Archives,title,Racism,"1974, on following                   subjects: Black Women and Racism Equal Opportunity and the Law ERA Employment of Women Herstory",RaceEuphemisms
alfa,002235672,Atlanta Lesbian Feminist Alliance (ALFA) Archives,title,Racial,women Statistics on women Women in other countries Women for Racial and Economic Equality WRFG record and tape library--women,RaceEuphemisms
alfredelizabethbrandcolcivilwarleefamily,003054462,Alfred and Elizabeth Brand Collection of Civil War and Lee Family papers,title,negro,", and John                            Carroll, as owner, of negro Jesse, 1796                            December 19 Oversize Materials Series Civil",RaceEuphemisms
allen,001582405,Gay Wilson Allen papers,title,Negro,M. Moore Mystics National Literature 1837-1855 Nature Naturalism Negro Neurotic Personality New York Review New York Times Niebuhr Nietzsche,RaceEuphemisms
alligooddouglass,005857152,Douglass L. Alligood papers,title,Negro,"Publications,                      1989 Hispanics and Network Television, 2003 Negro Media Analysis for Chrysler Motors Corporation, 1963 Pepsi-",RaceEuphemisms
alligooddouglass,005857152,Douglass L. Alligood papers,title,Negro,"the City, 2006 Audiovisual Materials, 1963 Adventures in Negro History. Produced by Highlight Radio Productions,                      Detroit",RaceEuphemisms
allisondorothy,004295229,Dorothy Allison papers,title,Racism,"Jackie  I want the Mike, Phil: On Racism and the Gay                         Community and Cannon Fodder: The",RaceEuphemisms
alstonroland,009277534,Roland Alston family papers,notes,colored,"-and-white and 5 color (one hand colored) uncaptioned photographs, including individual and group portraits,",RaceEuphemisms
americancatalin,004198474,American Catalin Corporation salesman's sample book,notes,colored,"N.Y., in 1927; it developed the light-colored, transparent, filler-free Bakelite resin in a",RaceEuphemisms
americancolonyslides,006148577,American Colony lantern slides of biblical lands,notes,colored,"set of sixty-six commercially produced, hand-colored lantern slides, featuring photographic images taken in the early",RaceEuphemisms
americansforimmigrantjustice,004941636,Americans For Immigrant Justice records,notes,racial,them. Notes on US citizens unlawfully detained due to racial profiling and assumptions they are undocumented. Includes the case,RaceEuphemisms
americanslaverydocs,002779193,American slavery documents collection,notes,negro,"sale for ""seven hundred dollars in full for one negro boy named Leander"" from N.C. Trowbridge to E.H. Simmons",RaceEuphemisms
americanslaverydocs,002779193,American slavery documents collection,title,colored,"of sale proclaiming that ""William               Williams, a colored man,"" wanted to purchase his wife and child",RaceEuphemisms
americanslaverydocs,002779193,American slavery documents collection,title,colored,""" a ship that took               S.C. and Ga. ""colored persons"" from Savannah to Liberia. Ship manifest for",RaceEuphemisms
americanslaverydocs,002779193,American slavery documents collection,title,negro,"Sheriff's Bill of Sale - sale of Warren, negro               boy, about seven years of age for $",RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Black Steed Col. Owens' Gallant Irish Volunteers The Colored Brigade Colored Gemman In de Army The Colored Soldier Boy,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Col. Owens' Gallant Irish Volunteers The Colored Brigade Colored Gemman In de Army The Colored Soldier Boy! Colored,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Volunteers The Colored Brigade Colored Gemman In de Army The Colored Soldier Boy! Colored Volunteer Columbia Rules the Sea Columbia,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Colored Gemman In de Army The Colored Soldier Boy! Colored Volunteer Columbia Rules the Sea Columbia Shall Be Free Columbia,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Blue The New Skedaddle Song The New Version of the Colored Volunteer New--York 7th Regiment New War Song of,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,"Tenderly, Lift Him With Care A Soldier in the Colored Brigade The Soldier's Deathbed A Soldier's Dream Before",RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,Home Soldier's Sister Song A Song Dedicated to the Colored Volunteer A Song for Dogs U.S.G. A Song for the,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Negro,Baltimore Rebels Song of the Baltimore Rebels Song of the Negro Boatman Song of the 214th Regt. P.V. Song of,RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,"-Flag Volunteer's Song The Contraband's Adventures The Colored Volunteers Yes, I Would the War Were Over Who",RaceEuphemisms
americansongsheets,004061749,American Song Sheets collection,title,Colored,the Provost The Captain With His Whiskers Cavalry Song The Colored Volunteers Comin' from the War Darling Little Sophie Dear,RaceEuphemisms
andersonwilliamj,006259962,William J. Anderson photographs and papers,notes,racism,"early interest in photography there. Motivated by concerns for racism and inequality in the United States, Anderson's first",RaceEuphemisms
andrewsj,003309383,Jesse Pyrant Andrews photographs and oral histories,notes,colored,or four day process. The result is dark-colored leaves and a strong smoky taste when the tobacco is,RaceEuphemisms
arrow,002254458,Kenneth J. Arrow papers,title,Racial,to Growth Models Production Functions: Statistical Method Quadratic Voting Racial Discrimination Rate of Discount on Public Investments w/Imperfect,RaceEuphemisms
arrow,002254458,Kenneth J. Arrow papers,title,Racial,"in Health Coinsurance Rates What Has Economics to Say About Racial Discrimination Wingspread Winter on Schumpeter Work of Ragnar Frisch,",RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,"checkered blue & white shirt), then Mother in colored sleeveless dress with boat in background; back of Daddy",RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,is skiing; beach: Rusty Seawell in multi-colored straw hat; Ginny ? in black suit skiing;,RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,& blouse) & Ann (orangish top & light colored skirt); 2 Mexican males in front of them,RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,of Chapel -- think see Ann & Ginny in light colored dresses; Chapel; Shap (with glasses) in,RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,sunglasses in water with Dow; Ann in multi-colored suit holding Patrick (?); Ginny? in,RaceEuphemisms
ashleymarydowdell,005995468,Mary Dowdell Ashley film collection,notes,colored,"pier, Boots Ashley (Sharman) in multi-colored shirt walking up steps from beach; Daddy carrying inner",RaceEuphemisms
bailey,001058219,James H. Pou Bailey papers,title,Race Relations,"Forces for Education, 1953 Miscellaneous, 1950-1964 Race Relations, 1951-1958, undated Raleigh, N.C.,",RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,notes,Negro,to hold its circus at the same time as a Negro Fair sponsored by the N. C. Industrial Corporation which was,RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,notes,Racial,for lists of 1928 Democratic state convention delegates; and Racial and Religious Prejudices). Includes correspondence concerning reorganization of,RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,notes,racial,one subject were placed in this section. Information on racial issues is also found here. Correspondents include major state,RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,title,Negro,against Dr. A. H. Royster. Nash v. Royster continued Negro Fair (1925). Neuse Manufacturing Company (ca,RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,title,Racial,Assembly North Carolina Politics (1898- ca. 1925) Racial and Religious Prejudices Racial and Religious Prejudices (continued),RaceEuphemisms
baileyjw,000842399,Josiah William Bailey papers,title,Racial,(1898- ca. 1925) Racial and Religious Prejudices Racial and Religious Prejudices (continued) Railroads and Ports Recommendations,RaceEuphemisms
bakerfrank,002472286,Frank Baker papers,notes,colored,", and illustrations of individuals and scenes, including a colored engraving of ""The Wooly-Headed Boy"" from",RaceEuphemisms
bakerfrank,002472286,Frank Baker papers,title,Negro,"Commentary, undated Sell, Jesse, John Wesley and Negro Slavery,                   John Wesley as Linguist, 1965 Stallsworth",RaceEuphemisms
ballwilliamwatts,000784985,William Watts Ball papers,notes,race relations,"local, state, and national issues. Material on race relations begins as early as 1916, but is particularly abundant",RaceEuphemisms
ballwilliamwatts,000784985,William Watts Ball papers,notes,Negro,"of states' rights versus federal control, the ""Negro problem"" includes the anti-lynching movement, enfranchisement",RaceEuphemisms
ballwilliamwatts,000784985,William Watts Ball papers,notes,racial,", enfranchisement and control of the African American vote, racial unrest, segregation, and other matters. The papers",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,colored,", and the establishment of a white camp before a colored one; later correspondence focuses on the attempt to complete",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,Colored,", 1951 - several letters concern drinking at a Veteran Colored School. 3 pamphlets: Correspondence deals with the sale",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,notes,racial,"includes much printed material--speeches and essays--opposing racial integration, with some hate literature against the blacks.",RaceEuphemisms
barden,000842416,Graham Arthur Barden papers,title,Colored,"Cemetery Project (Cedar Grove), 1937 New Bern Colored Library Project, 1943-1944 New Bern Community Center",RaceEuphemisms
barkeraaronmichael,00657286,Aaron Michael Barker papers,notes,troubles,"memories (circa 1942-1943) detail his financial troubles, family updates, and feelings on the treatment of",RaceEuphemisms
barkeraaronmichael,00657286,Aaron Michael Barker papers,notes,troubles,"99-147, in which he detailed his financial troubles and efforts to borrow money from friends and relatives.",RaceEuphemisms
barnesbi,006627092,Bernard Irwin Barnes papers,notes,race relations,and traditional devotional subjects to more contemporary topics such as race relations and World War II. He references scripture as well,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racial,"newspaper clippings, dating largely from the 1960s-2000s, covering racial integration and the Civil Rights movement in Washington D.C.,",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,Negro,section are reports and clippings about the National Council of Negro Women; Barrow was a member for some time during,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,"of topics, including education, women's rights, racism, Washington DC history, healthcare and addiction issues,",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,Race Relations,and advertising. Includes a file with several issues of Race Relations Reporter (1973-1974). Contains Barrow's,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,". Includes files about the power of Black consumers, racism in advertising, and other topics related to African Americans",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,", minorities in journalism, statistics, mass media, racism in language, and other issues. Assorted files related",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,notes,racism,"topics in broadcasting, advertising, minorities in media, racism, and the media's impact on the African American",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,title,Colored,Newspaper Association of America National Association for the Advancement of Colored People (NAACP):               Act-50 NBA Broadcast Scholarship National,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,title,Racism,"Search The Minorities and Communication Division: The Beginning Eliminating Racism in Religious Communications Women Wear Clothing, Why? Oakland",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,title,Negro,Same Black Regiment's Flag Raised After 44 Years The Negro Consumer: The Fast Reappearing Indian Bruce Westley: The,RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,title,Negro,", international news and United Nations coverage National Council of Negro Women (NCNW) National Council of Negro Women materials",RaceEuphemisms
barrowlionel,004291050,Lionel Barrow papers,title,Negro,"Council of Negro Women (NCNW) National Council of Negro Women materials NCNW Resolutions, booklets NCNW Report NCNW newspaper",RaceEuphemisms
bartpauline,004199934,Pauline Bart papers,title,racism,Ph.D. Queen's Bench Forms R. Blumberg Loose papers on racism Rape Loose papers on rape Loose handwritten notes on rape,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,race relations,York University. The thesis for her doctoral degree on race relations is located in the Thesis Subseries of the Writings Series,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,race relations,"to the editor, 1957, regarding school integration and race relations in the Norfolk, Virginia area. Two essays by",RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,racial,2004 discussing the history of the Roma and addressing the racial and social discrimination and human rights concerns of their current,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,notes,colored,"-white illustrations of New York City landmarks, some colored. There are a few duplicates. Most measure approximately",RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,race relations,"notebook New York University, materials relating to studies on race relations,                 integration, and interpersonal relations among teenagers Diploma",RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,race relations,onto wooden plaque Three student dissertations related to interpersonal and race relations                 (other authors) Fragments of paper on race,RaceEuphemisms
bdiamon,003909188,Barbaralee Diamonstein-Spielvogel collection,title,colored,"                lithographs Kloss, John: sketch, undated, colored pencil on paper Laessig, Robert: Christmas scenes for",RaceEuphemisms
bedfordkristin,005990916,Kristin Bedford photographs,notes,racial,"Father and Mother Divine, founders of the multi-racial religious community called the International Peace Mission Movement. The",RaceEuphemisms
belcher,002423875,Max Belcher photographs,notes,racial,"architecture have developed in conjunction with the thematic exploration of racial identity, emigration and history that run through his work",RaceEuphemisms
belcher,002423875,Max Belcher photographs,notes,racial,work was exhibited as part of a larger project on racial identity undertaken in conjunction with social anthropologist Marion Kilson and,RaceEuphemisms
bennettbryant,000845039,Bryant Bennett papers,title,Negro,Papers Papers Papers Papers Papers Papers Account Book Account Book Negro Accounts [Title taken from card catalog created in the,RaceEuphemisms
bennettbryant,000845039,Bryant Bennett papers,title,Negro,card catalog created in the early 20th                      Century] Negro Accounts [Title taken from card catalog created in the,RaceEuphemisms
bennettbryant,000845039,Bryant Bennett papers,title,Negro,card catalog created in the early 20th                      Century] Negro Accounts [Title taken from card catalog created in the,RaceEuphemisms
bergmannbarbara,007760840,Barbara Bergmann papers,title,racial,need for pension 								reform Evaluating and forecasting progress in racial integration and 								employment An experiment on the formation of,RaceEuphemisms
bergmannbarbara,007760840,Barbara Bergmann papers,title,racial,action a quota system? Is there a conflict between racial justice and women's 								liberation? Job bias is,RaceEuphemisms
