oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
15480742,000741957,20091002113547.0," Hood, George Henry. ","George Henry Hood papers, 1857-1895, bulk 1861-1863.",88 items.,summary,wife,"Consists primarily of family related correspondence (1861-1863) from Hood, to his wife ""Etta"" (Henrietta Janvrin Hood), while travelling on business, selling rubber products for a number of different firms, including the Rubber Clothing Company of Boston and New York, during the Civil War. Some letters offer Hood's perception of the Civil War, particularly when he was in Washington and St. Louis. A few relate to his daughter, Helen, a musical child prodigy, who became a composer.",GenderTerms
15482023,000741978,20191022145126.0," Coates, Sue, http://id.loc.gov/authorities/names/nb2008018821 creator. ","S. Coates papers, 1871.",0.1 linear ft. (1 item),summary,wife,"Diary kept by S. Coates of Narragansett Pier, Rhode Island, the apparently affluent wife of Harry Coates. They traveled to Georgia; Florida; Yonkers, New York; as well as Philadelphia and Point Pleasant, Pennsylvania. The volume also contains descriptions of her active social life in Rhode Island; at the end are a few cash accounts and a list of names and addresses.",GenderTerms
15507707,000743015,20190109115052.0," Aichel, Oskar, 1837-1895, http://id.loc.gov/authorities/names/n91097944 creator. ","Oskar Aichel correspondence, 1861-1863.",10 items.,summary,wife,"Chiefly letters from Oskar Aichel in Cokesbury and Charleston, S.C., to his fiance and wife Martha, relating to personal and family affairs and to life and events in war-time Charleston. Also includes an exchange of letters (1861) between Aichel and a friend ""Margarethe H.""",GenderTerms
15671455,000748078,19870512000000.0,NULL,"Mississippi Valley travel diary, 1825-1826.",1 item (39 p.),summary,slaves,"Diary (1825, Dec. 27-1826, Mar. 3), of a newly married unidentified New England woman traveling from Boston with her husband to their new home in Clarksville, Mo. Describes the voyage, in particular the trip up the Mississippi River by steamboat, the countryside surrounding the river, New Orleans, including its people and customs, an incident involving slaves, and, in general, her reactions to Southern culture. The towns she passes aboard ship include Baton Rough, La., Natchez Miss., New Madrid, Mo., Cape Girardeau, Mo., Ste. Genevieve, Mo., Herculaneum, Mo., and St. Louis, Mo.",SlaveryTerms
15671631,000748089,20200427164937.0," Hubbard, Elbert, 1856-1915, http://id.loc.gov/authorities/names/n81090312 creator. ","Elbert Hubbard letters, 1901-1917.",9 items,summary,wife,Eight letters from Hubbard and one from his wife Alice to George Bicknell primarily relating to Roycroft publications and to Hubbard's lecturing activities.,GenderTerms
15673669,000748142,19870512000000.0," Murdoch, Susan Butterworth, 1836-approximately 1912. ","Papers, 1894-1912 and undated.",5 items.,summary,wife,"Diary, 1894-1900 (ca. 320 p.), kept by Susan B. Murdoch, and four miscellaneous items. The diary, written primarily from Maineville, Ohio, describes daily routines of a homemaker and wife as well as family concerns. There are additional entries for Benjamin Butterworth (1837-1898) ; the 2d Ohio Volunteer Infantry Regiment; floods; elections and women voting; and medical home remedies. An undated essay by Murdoch's husband describes pioneer life in Ohio.",GenderTerms
15673669,000748142,19870512000000.0," Murdoch, Susan Butterworth, 1836-approximately 1912. ","Papers, 1894-1912 and undated.",5 items.,summary,pioneer,"Diary, 1894-1900 (ca. 320 p.), kept by Susan B. Murdoch, and four miscellaneous items. The diary, written primarily from Maineville, Ohio, describes daily routines of a homemaker and wife as well as family concerns. There are additional entries for Benjamin Butterworth (1837-1898) ; the 2d Ohio Volunteer Infantry Regiment; floods; elections and women voting; and medical home remedies. An undated essay by Murdoch's husband describes pioneer life in Ohio.",Aggrandizement
15681474,000748237,19870513000000.0," Olmstead, Henry, active 1850. ","Travel journal, 1857, May 7-Sept. 26.",1 item.,summary,wife,"Journal of a European tour Olmstead took with his wife Martha, written in the form of copies of letters to relatives and friends in the United States. Describes their voyage on the steamship AMERICA and their tours of England, France, Belgium, the Netherlands, Germany, Switzerland, Scotland, and Ireland.",GenderTerms
15681521,000748238,20190501161928.0," Gilbert, H. L., Mrs, creator. ",Mrs. H. L. Gilbert letter 1864 Dec. 8.,1 item.,bionote,wife,Teacher and wife of William Gilbert.,GenderTerms
15747036,000749609,19870529000000.0," Smith, Evin, 1831-1865. ","Letters, 1862-1868 bulk 1862-1865.",14 items.,summary,wife,"Chiefly letters, 1862-1865, from Smith to his wife about personal and family matters and military camp life in various places in North Carolina and Virginia, where he was in the battle at Fredericksburg in Dec. 1862. Also includes some letters from his brother-in-law, Solmon Page, serving with the 42nd North Carolina Infantry, Co. C.",GenderTerms
15789215,000749773,20190501161840.0," Gardner, Susan Folger, 1811- creator. ","Susan Folger Gardner diary, 1853 Jan. 10-Apr. 12.",1 item.,summary,abolition,"Diary (44 pp.) chiefly describing Gardner's daily routines and life in Nantucket during the mid-19th century. She describes arrivals of whaling ships, health of people in community, and pastimes. Details enthusiastic welcome Lucy Stone received when she came to Nantucket to lecture about women's rights and abolition.",SlaveryTerms
15789402,000749781,19870601000000.0," Rodenberg, Mary Grant Ridgeway, -1942. ","Papers, 1903-1913.",9 items.,summary,Prominent,"Mary Rodenberg's two diaries (1903-1907, 1909-1913) form the bulk of the collection, documenting her family and social life in Washington, D.C. and East St. Louis, Ill. Of special note are entries that occur on inauguration days, election days, and days of opening Congressional sessions. Prominent Washington political figures are mentioned throughout. Also a few photographs.",Aggrandizement
15789402,000749781,19870601000000.0," Rodenberg, Mary Grant Ridgeway, -1942. ","Papers, 1903-1913.",9 items.,bionote,wife,"Teacher, wife of Illinois Congressman, William A. Rodenberg, who served in U.S. Congress, 1899-1901, 1903-1913, and 1915-1923.",GenderTerms
15789535,000749790,19870601000000.0," Safford, George. ","Letters, 1887-1889.",17 items.,summary,blacks,"Letters from brothers George and Edward Safford to their parents in St. Albans, Vt. Written primarily from Selma and Mobile, Ala., they describe their involvement with railroad construction in Alabama, but their contents relate primarily to personal and family interests. Several were written on Mobile and Birmingham Railway Company stationary, while others mention talks with officers of the Shelby Iron Company, Shelby, Ala., about possible job openings. Includes opinions about blacks in the Selma area, and describes a flood which occured there in 1888.",RaceTerms
15808698,000750818,19870604000000.0," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,summary,plantation,"Includes entries (19 p.), 1850-1859, primarily for bills of exchange involving moderate funds, many of the acceptances from cotton factors in Mobile, Ala., especially Baker, Lawler & Co. The numerous drawers of the bills, presumably planters, were from Miss. and Ala. Also includes accounts for bonds, 1863-1864 (2 p.) and plantation income and expenses, 1872-1873 (8 p.). One item laid in the volume.",SlaveryTerms
15808698,000750818,19870604000000.0," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,bionote,planter,"Businessman and cotton planter, Monroe County, Miss.",SlaveryTerms
15808698,000750818,19870604000000.0," English, James K., active 1850-1873. ","Account book, 1850-1873.",2 items.,bionote,planter,"Businessman and cotton planter, Monroe County, Miss.",Aggrandizement
15997336,000752365,19870618000000.0," Baker, Leonidas, active 1868-1878. ","Account book, 1868-1878, (bulk) 1875-1878.",1 item.,summary,blacks,"Volume (82 p.) contains contracts and accounts with farm laborers, both men and women and probably including blacks, rental of farmland, maintenance of the Red River Turnpike, and miscellaneous accounts and memoranda.",RaceTerms
15997598,000752368,20190109115055.0," Anderson, Larry (Larry D.), http://id.loc.gov/authorities/names/nr2001000131 creator. ","Lawrence Anderson letter, 1844 Apr. 13.",1 item.,summary,slave,"Letter from Anderson (Rose Grove, Va.) to Samuel C. Flowers. Concerns various matters in Virginia such as economic conditions, agricultural and slave prices, the presidential election of 1844, and Henry Clay, as well as news of family and friends.",SlaveryTerms
16014631,000752958,19870622000000.0," Smith, Henry Ackerman, 1837-1907. http://id.loc.gov/authorities/names/n89112068 ","Papers, 1861-1966, bulk 1861-1907.",58 items.,summary,wife,"Fifty letters (1861-1862), some with pictorial letterheads, from Smith to his wife, describing his service with the 21st Ohio Infantry Regiment, Company D, during campaigns in Kentucky, Tennessee, and Alabama. Includes two penciled drawings of the scene at the company's engagement at Ivy Creek, Ky. (Nov. 1861) and one of Fort Ewing, Tenn., along with text about these locations. Also, a notebook (chiefly 1882-1907) with an autobiographical sketch, genealogical information about the Smith and Potts families, a list of marriages he performed in Missouri, a line-a-day diary, photographs, and other papers.",GenderTerms
16015577,000752991,19870622000000.0," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,summary,Plantation,"Plantation and personal accounts (135 p.), including numerous entries for overseers, slave hiring, a grist mill, commission merchant Thomas Lesesne at Mobile, bills of exchange, carriage dealer and manufacturer James M. Quimby, Unionist Benjamin Conley of Georgia, and the estate of Morris J. Conley. Entries also for St. John's Episcopal Church.",SlaveryTerms
16015577,000752991,19870622000000.0," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,summary,slave,"Plantation and personal accounts (135 p.), including numerous entries for overseers, slave hiring, a grist mill, commission merchant Thomas Lesesne at Mobile, bills of exchange, carriage dealer and manufacturer James M. Quimby, Unionist Benjamin Conley of Georgia, and the estate of Morris J. Conley. Entries also for St. John's Episcopal Church.",SlaveryTerms
16015577,000752991,19870622000000.0," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,bionote,Planter,"Planter, Montgomery, Ala.",SlaveryTerms
16015577,000752991,19870622000000.0," Conley, Morris J., -1861. ","Account book, 1845-1865.",1 item.,bionote,Planter,"Planter, Montgomery, Ala.",Aggrandizement
16015768,000752994,19870622000000.0," Snyder, Mathias, Sr. ","Account book, 1825-1833.",1 item.,summary,Indian,"Volume includes daybook (66 p.), 1825-1829, mostly 1825-1827, of paint store also dealing in dyes, lamps, window glass, and related supplies. Accounts include many identified artisans and Jesse Brown for work on the Indian Queen Hotel. Also Flour Book, 1829-1833 (103 p.), of J. and M. Snyder recording purchases and sales of flour.",RaceTerms
16015988,000753004,19870622000000.0," Turner, John M., 1830- ","Correspondence, 1862.",3 items.,summary,wife,"Correspondence between Turner and his wife, Moley, while he was near Raleigh, N.C., with the 43rd North Carolina Infantry Regiment, Company A, primarily describing camp life, life on the farm in Duplin County, and their affection for each other.",GenderTerms
16016471,000753017,19910802111006.8," Venable, John Wesley. ","Journal, 1851-1873.",1 item.,summary,slaves,"Venable's journal primarily recording his ministerial activities, including the time and location of sermons preached, communion services administered, and listing confirmations, baptisms, funerals, and marriages performed, entries noting if the people were black and whether or not they were slaves. Figuring prominently in the journal are two churches he served, the Ascension Church, Frankfort, Ky. and St. John's Church, Versailles, Ky. Also includes his activities and travels relating to the Freemasons and Odd Fellows organizations. Only brief mention is made of his family life or to the Civil War period, with entries from this time primarily listing funerals performed for Confederate soldiers. Includes news clippings relating to church affairs.",SlaveryTerms
16067551,000753412,20190109115057.0," Bird, F. W. (Francis William), 1809-1894, http://id.loc.gov/authorities/names/n88002050 creator. ","F. W. Bird letters, 1848-1868 and undated.",11 items.,bionote,anti-slavery,"Republican politician and anti-slavery advocate, also known as the ""Sage of Walpole.""",SlaveryTerms
16067551,000753412,20190109115057.0," Bird, F. W. (Francis William), 1809-1894, http://id.loc.gov/authorities/names/n88002050 creator. ","F. W. Bird letters, 1848-1868 and undated.",11 items.,bionote,slavery,"Republican politician and anti-slavery advocate, also known as the ""Sage of Walpole.""",SlaveryTerms
16141922,000755729,19870707000000.0," Red River Church (Robertson County, Tenn. ; Primitive Baptist) ","Record books, 1812-1888.",2 items.,summary,blacks,"Minutes, 1816-1859, and lists of members, 1812-1849, including blacks. Volumes also include construction agreement, 1849, abstract of principles, and list of white and black members, 1850-1854, for Pleasant Hill Missionary Baptist Church, accounts, 1856-1862, of silversmith Daniel A. Webb, for repairs and sales of clocks, watches, and jewelry, and also stud fees for a donkey, 1870-1871, apple trees, 1860, a local tax list, n.d., and miscellaneous accounts and memoranda to 1888.",RaceTerms
16141953,000755732,19870707000000.0," Ellis, John S., active 1812. ","Ledger, 1811-1813.",1 item,summary,blacks,Accounts of a general store. Customers include several free blacks.,RaceTerms
16390559,000759623,19870805000000.0," Peck, Allen L. ","Correspondence, 1862-1863.",12 items.,summary,wife,"Chiefly letters (1862, Aug. 25-1863, June 14), some on pictorial stationery, from Peck, who was with Co. E, 20th Infantry Regiment of the Connecticut Volunteers, to his wife in Southington, Connecticut. They primarily describe his journey from Connecticut to Virginia and his regiment's participation in the defense of Harper's Ferry from Oct. to Dec. 1862. Also includes a letter from his wife and another from his cousin.",GenderTerms
16390559,000759623,19870805000000.0," Peck, Allen L. ","Correspondence, 1862-1863.",12 items.,summary,wife,"Chiefly letters (1862, Aug. 25-1863, June 14), some on pictorial stationery, from Peck, who was with Co. E, 20th Infantry Regiment of the Connecticut Volunteers, to his wife in Southington, Connecticut. They primarily describe his journey from Connecticut to Virginia and his regiment's participation in the defense of Harper's Ferry from Oct. to Dec. 1862. Also includes a letter from his wife and another from his cousin.",GenderTerms
16390602,000759626,20110812152940.0,NULL,"Willard-Bently family papers, 1837-1902, bulk 1843-1888.",50 items,summary,wife,"Chiefly diaries, 1843-1888 and 1855-1883, respectively of William J. Bently and his nephew George Willard, primarily describing farm and family life in and around Pamelia, Watertown, Carthage, Champion, and Great Bend, Jefferson County, N.Y., including domestic chores performed by Willard's wife and daughters. Also dairying and other agricultural accounting records, plus others, mainly relating to the insurance business Willard entered after his move to Watertown in 1872. Both diarists mention having seen balloon ascensions of John LaMountain in 1859 and 1860, and Willard describes the flooding of the Black River in 1869. There are briefer entries for two other diarists, including Clara Willard, George Willard's daughter (1887, Jan. 1-April 23), and another woman whose identity is unknown (1898, Jan. 1-1902, July 5). Includes a few business, legal, and financial papers, writings, Willard's photograph, and other papers.",GenderTerms
16390619,000759628,19870805000000.0," Cain and Cornelius (Nashville, Tenn.) ","Ledger, 1859-1862, (bulk) 1859, 1862.",1 item.,summary,blacks,"Accounts (358 p.) of undertaker, 1859 and 1862, and for firm manufacturing, retailing, repairing, and upholstering furniture in 1859 for homes, businesses, and schools primarily for Nashville but also for adjacent counties and states. Customers include Charles W. Raisler, many slaveowners, several free blacks, and during 1862 both Union and Confederate troops. J.W. Cain and W.R. Cornelius, partners.",RaceTerms
16392392,000759673,19870805000000.0," O'Brien, John F., -1939. ","Papers, 1896-1939.",17 items.,summary,wife,"Chiefly letters relating to John F. O'Brien, his father Denis O'Brien, also a judge for the New York Court of Appeals, and his wife Hilda. Includes two letters (1931) from Felix Frankfurter complimenting John O'Brien on a judicial opinion, information about the Van Rensselaer family to whom Mrs. Hilda O'Brien was related, a photograph of an unidentified couple, and other miscellaneous items.",GenderTerms
16392517,000759679,20091029163717.0," Harley, George W. (George Way), 1894-1966. http://id.loc.gov/authorities/names/n84806172 ","George W. Harley Papers, 1911-1975 bulk 1925-1960.",2500 items.,summary,wife,"Diaries and journals, correspondence, writings and notes, subject files, account books, notebooks, scrapbooks, albums, photographs, printed material, clippings, and other papers, chiefly 1925-1960. The papers focus principally on the life and work of Dr. Harley and his wife Winifred J. Harley at the Methodist supported medical mission they founded and supervised at Ganta, Liberia. Includes material relating to Harley's work and interest in tropical and native medicine and Liberian anthropology and art, as well as his relationship with the Peabody Museum of Harvard University and the Foreign Economic Administration. Other topics include the impact of World War II in Liberia, the language and customs of the Mano Tribe, and the plantations of the Firestone Rubber Company. Correspondents include Thomas Smith Donohugh, E. A. Hooton, George Schwab, and William V. S. Tubman.",GenderTerms
16447866,000760972,20130225120715.0," Ramsey, Paul. http://id.loc.gov/authorities/names/n50057837 ","Paul Ramsey Papers, 1934-1988 and undated.","14,530 items (24 linear ft.).",summary,prominent,"Correspondence, memoranda, book reviews, typescripts, reprints, drafts of books and articles, clippings, lecture notes and outlines, course and teaching materials, writings of Ramsey and others, news releases, theses and dissertations, and cassette tapes. The collection centers on the teaching and writing career of Ramsey, principally while a professor in the Department of Religion at Princeton University. These primarily professional papers relate to his fields of interest: theology, philosophy, and the humanities. In particular, Ramsey wrote and taught about Christian and medical ethics, fetal research, abortion, in vitro fertilization, marriage, and sexual ethics. The large Correspondence Series contains letters of prominent theologians. Among the correspondents are the American Medical Association, Daniel Callahan, Van Austin Harvey, the Institute of Society, Ethics and the Life Sciences, Ernest W. Lefever, Richard A. McCormick, Abraham John Muste, the National Council of the Churches of Christ, the National Council on Religion in Higher Education, H. Richard Niebuhr, Reinhold Niebuhr, Liston Pope, Quentin L. Quade, Warren T. Reich, Eunice Kennedy Shriver, Sargent Shriver, John Edwin Smith, William G. Bartholome, and Richard Preston Unsworth. Acc. (2012-0075) (0.2 lin. ft.; 150 items) includes drafts of and correspondence on Ramsey's essay ""Human Sexuality in the History of Redemption"".",Aggrandizement
16447914,000760976,20091001165117.0," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,blacks,"Correspondence, subject file, writings, clippings, photographs, and other papers, relating primarily to Hancock's efforts to further opportunities for blacks. The bulk of the collection consists of photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes background information about the origins of the Southern Regional Council and its predecessor organization, the Commission on Interracial Cooperation, and material relating to the Richmond Urban League and the Moore Street Baptist Church, where Hancock was minister from 1925 to 1963. Persons represented by correspondence or other material include Luther P. Jackson, P. B. Young, James E. Shepard, Benjamin E. Mays, Guy B. Johnson, Howard W. Odum, Jessie D. Ames, and Virginius Dabney.",RaceTerms
16447914,000760976,20091001165117.0," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"Correspondence, subject file, writings, clippings, photographs, and other papers, relating primarily to Hancock's efforts to further opportunities for blacks. The bulk of the collection consists of photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes background information about the origins of the Southern Regional Council and its predecessor organization, the Commission on Interracial Cooperation, and material relating to the Richmond Urban League and the Moore Street Baptist Church, where Hancock was minister from 1925 to 1963. Persons represented by correspondence or other material include Luther P. Jackson, P. B. Young, James E. Shepard, Benjamin E. Mays, Guy B. Johnson, Howard W. Odum, Jessie D. Ames, and Virginius Dabney.",RaceTerms
16447914,000760976,20091001165117.0," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"Correspondence, subject file, writings, clippings, photographs, and other papers, relating primarily to Hancock's efforts to further opportunities for blacks. The bulk of the collection consists of photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes background information about the origins of the Southern Regional Council and its predecessor organization, the Commission on Interracial Cooperation, and material relating to the Richmond Urban League and the Moore Street Baptist Church, where Hancock was minister from 1925 to 1963. Persons represented by correspondence or other material include Luther P. Jackson, P. B. Young, James E. Shepard, Benjamin E. Mays, Guy B. Johnson, Howard W. Odum, Jessie D. Ames, and Virginius Dabney.",SlaveryTerms
16447914,000760976,20091001165117.0," Hancock, Gordon Blaine, 1884-1970. http://id.loc.gov/authorities/names/n77015281 ","Gordon Blaine Hancock Papers, 1928-1970.",525 items.,summary,Negro,"Correspondence, subject file, writings, clippings, photographs, and other papers, relating primarily to Hancock's efforts to further opportunities for blacks. The bulk of the collection consists of photocopied newsclippings from his syndicated weekly column for the Associated Negro Press, ""Between the Lines."" Also includes background information about the origins of the Southern Regional Council and its predecessor organization, the Commission on Interracial Cooperation, and material relating to the Richmond Urban League and the Moore Street Baptist Church, where Hancock was minister from 1925 to 1963. Persons represented by correspondence or other material include Luther P. Jackson, P. B. Young, James E. Shepard, Benjamin E. Mays, Guy B. Johnson, Howard W. Odum, Jessie D. Ames, and Virginius Dabney.",RaceEuphemisms
16447944,000760978,19870813000000.0," Mixter, Emerson. ","Family papers, 1850-1867.",74 items.,summary,wife,"Chiefly letters to Mixter from his father and brothers. The family who was from Connecticut, primarily farmed with the exception of his brother Madison, who was in the mercantile business in New York. Other family members combined farming with other jobs, including his father, who was also a clergyman, and his brother Addison, who was a shoemaker and ran a grocery. In addition to Madison, other siblings had also moved away from Connecticut, including his sister Lovina (Mixter) Arnold of New York City and Addison, who moved to Ohio in 1850. Topics covered include the economic climate of the period, raising tobacco, farming in general, and family matters. Includes a few letters to Mixter from other relatives and one by Mixter to his wife.",GenderTerms
16822611,000771181,19871007000000.0," Whitsitt, William A. ","Accounts and journal, 1847-1852.",1 item.,summary,slave,"Volume (194 pp.) containing chiefly financial information, including agricultural, slave, and personal accounts. Includes school attendance records and lists of persons he married or baptized. Also occasional journal-like entries, one describing the medical care given his young daughter (13 pp.)",SlaveryTerms
17149994,000778644,20071130151800.0,NULL,"Merchant's daybook, 1815-1822, bulk 1815-1816.",1 item. (156 p. ),summary,prominent,"Accounts of a merchant in the District of Columbia, probably Alexandria, Va. Customers included prominent Virginia families. Business included tobacco, bank stock, real estate, and a variety of goods.",Aggrandizement
17155864,000778783,20200416094724.0," Hemphill, Joseph Newton, 1847-1931, addressee. ","Joseph Hemphill letters, 1898-1923, bulk 1908.",20 items,summary,wife,"Chiefly letters from Hemphill's wife Dora, written in 1908 at the Charleston Navy Yard, primarily relating to her activities and news of mutual friends, many of whom were in the Navy.",GenderTerms
17155864,000778783,20200416094724.0," Hemphill, Joseph Newton, 1847-1931, addressee. ","Joseph Hemphill letters, 1898-1923, bulk 1908.",20 items,bionote,Asiatic,Joseph Newton Hemphill was Third Squadron commander of the Asiatic Naval Fleet.,RaceTerms
17158327,000778846,19871202000000.0," Jocelyn, Susan Elinor Willard. ","Lights and shadows : parish sketches : manuscript, ca. 1840/ by the pastor's wife.",12 items.,summary,wife,Fictional portrayal of the daily life of a rural pastor's wife in mid-19th century New England. Includes 3 mounted photographs dated 1907 showing kitchen interiors of a rural home.,GenderTerms
17158327,000778846,19871202000000.0," Jocelyn, Susan Elinor Willard. ","Lights and shadows : parish sketches : manuscript, ca. 1840/ by the pastor's wife.",12 items.,bionote,abolitionist,"Daughter of Nathaniel Jocelyn (1796-1881), bank-note engraver and noted abolitionist.",SlaveryTerms
17158352,000778852,19871202000000.0,NULL,"Recollections of Dr. Benjamin Abbot: manuscript, ca. 1850's.",1 item (16 p.),summary,prominent,"Personal memorial of Abbot describing his family life and career at Phillips Exeter Academy. Includes numerous references to prominent students such as Daniel Webster, Edward Everett, and Henry Ware. Author unknown.",Aggrandizement
